label,text,speaker
Btl_E_M2101_A_EnemyName,Notus,UI
Btl_E_M2102_A_EnemyName,Eurus,UI
Btl_E_M2103_A_EnemyName,Zephyrus,UI
Btl_E_M2200_A_EnemyName,Vair,UI
Btl_E_M2201_A_EnemyName,Vairy,UI
Btl_E_M2202_A_EnemyName,Effarouche,UI
Btl_E_M2203_A_EnemyName,Orgules,UI
Btl_E_M2204_A_EnemyName,Gyronny,UI
Btl_E_M2300_A_EnemyName,Specter of Iwanaga-hime,UI
Btl_E_M2300_B_EnemyName,Specter of Konohanasakuya,UI
Btl_E_M2301_A_EnemyName,Specter of Kagutsuchi,UI
Btl_E_M2301_B_EnemyName,Specter of Ame-no-Uzume,UI
Btl_E_M2302_A_EnemyName,Specter of Susanoo,UI
Btl_E_M2302_B_EnemyName,Specter of Yamata no Orochi,UI
Btl_E_M2303_A_EnemyName,Specter of the Lion Spirit,UI
Btl_E_M2303_B_EnemyName,Specter of the Butterfly Spirit,UI
Btl_E_M2304_A_EnemyName,Specter of Benkei,UI
Btl_E_M2304_B_EnemyName,Specter of Ushiwakamaru,UI
Btl_E_M9011_A_EnemyName,War Pod,UI
Btl_E_M9011_B_EnemyName,Assassin Pod,UI
Btl_E_M9011_V01_A_EnemyName,Blockard,UI
Btl_E_M9011_V02_A_EnemyName,Drunkard,UI
Btl_E_M9021_A_EnemyName,Blue Shanks,UI
Btl_E_M9021_V01_A_EnemyName,Rose Shanks,UI
Btl_E_M9021_V02_A_EnemyName,Kleeblatt,UI
Btl_E_M9021_V02_B_EnemyName,Jammer Shanks,UI
Btl_E_M9031_A_EnemyName,Scamper,UI
Btl_E_M9031_V01_A_EnemyName,Sleeper Mech,UI
Btl_E_M9031_V01_B_EnemyName,Support Mover,UI
Btl_E_M9031_V02_A_EnemyName,Air Bomber,UI
Btl_E_M9031_V02_B_EnemyName,Pouting Mech,UI
Btl_E_M9041_A_EnemyName,Battle Tank,UI
Btl_E_M9041_V01_A_EnemyName,Gunpanzer,UI
Btl_E_M9041_V02_A_EnemyName,Boondock,UI
Btl_E_M9041_V02_B_EnemyName,Heavy Tank,UI
Btl_E_W01_AMYA_KUGUTU_00_A_EnemyName,Boh,UI
Btl_E_W02_BLACKSWAN_00_A_EnemyName,Grey Staff,UI
Btl_E_W02_SQUIREASSASIN_00_A_EnemyName,Red Thane,UI
Btl_E_W02_SALAMANDER_00_A_EnemyName,Salamander,UI
Btl_E_W02_BOSS_GREY_A_EnemyName,Grey Witch,UI
Btl_E_W03_INITIAL_WELL_00_A_EnemyName,Treasure-Obsessed Man,UI
Btl_E_W03_INITIAL_WELL_00_B_EnemyName,Bloodthirsty Woman,UI
Btl_E_W03_GLUTTONYBOSS_00_A_EnemyName,Warden of Gluttony,UI
Btl_E_W03_GLUTTONYBOSS_01_A_EnemyName,Warden of Gluttony,UI
Btl_E_W03_GLUTTONYBOSS_10_A_EnemyName,Warden of Gluttony,UI
Btl_E_W03_LUSTBOSS_00_A_EnemyName,Warden of Lust,UI
Btl_E_W03_LUSTBOSS_01_A_EnemyName,Warden of Lust,UI
Btl_E_W03_LUSTBOSS_10_A_EnemyName,Warden of Lust,UI
Btl_E_W03_LUSTGUARD_00_A_EnemyName,Servant of Lust,UI
Btl_E_W03_SLOTHBOSS_00_A_EnemyName,Warden of Sloth,UI
Btl_E_W03_SLOTHBOSS_01_A_EnemyName,Warden of Sloth,UI
Btl_E_W03_SLOTHBOSS_10_A_EnemyName,Warden of Sloth,UI
Btl_E_W03_SLOTHGUARD_00_A_EnemyName,Servant of Sloth,UI
Btl_E_W03_SLOTHGUARD_01_A_EnemyName,Sorcerer of Sloth,UI
Btl_E_W03_RAGEBOSS_00_A_EnemyName,Warden of Wrath,UI
Btl_E_W03_RAGEBOSS_01_A_EnemyName,Warden of Wrath,UI
Btl_E_W03_RAGEBOSS_02_A_EnemyName,Warden of Wrath,UI
Btl_E_W03_RAGEBOSS_03_A_EnemyName,Warden of Wrath,UI
Btl_E_W03_RAGEBOSS_10_A_EnemyName,Warden of Wrath,UI
Btl_E_W03_BOSS_DOLORES_A_EnemyName,Dolores,UI
Btl_E_W03_BOSS_SIUGNAS_A_EnemyName,Dismal King,UI
Btl_E_W04_PEDRO_00_A_EnemyName,Pedro,UI
Btl_E_W04_PEDRO_01_A_EnemyName,Pedro,UI
Btl_E_W04_AZURE_00_A_EnemyName,Azure,UI
Btl_E_W04_AZURE_00_B_EnemyName,Guardian's Soul,UI
Btl_E_W04_BOSS_AZURE_A_EnemyName,Azure,UI
Btl_E_W04_BOSS_AZURE_B_EnemyName,Azure,UI
Btl_E_W04_BOSS_BALTASAR_A_EnemyName,Baltasar,UI
Btl_E_W04_BOSS_BALTASAR_B_EnemyName,Baltasar,UI
Btl_E_W04_BOSS_BALTASAR_C_EnemyName,Baltasar,UI
Btl_E_W04_BOSS_BALTASAR_D_EnemyName,Baltasar,UI
Btl_E_W04_BOSS_BALTASAR_E_EnemyName,Baltasar,UI
Btl_E_W04_SIGULD_00_A_EnemyName,Sigurd,UI
Btl_E_W04_BOSS_SIGULD_A_EnemyName,Sigurd,UI
Btl_E_W04_BOSS_SIGULD_B_EnemyName,Sigurd,UI
Btl_E_W04_BOSS_SIGULD_C_EnemyName,Sigurd,UI
Btl_E_W04_PIRATEGERD_00_A_EnemyName,Gerd,UI
Btl_E_W04_PIRATEJORGEN_00_A_EnemyName,Jorgen,UI
Btl_E_W04_PIRATELEIF_00_A_EnemyName,Leif,UI
Btl_E_W04_PIRATEDAN_00_A_EnemyName,Dan,UI
Btl_E_W04_PIRATEVIVI_00_A_EnemyName,Vivi,UI
Btl_E_W04_PIRATEVIVI_10_A_EnemyName,Vivi,UI
Btl_E_W04_MASTER_00_A_EnemyName,Mr. S,UI
Btl_E_W04_SEAGOD_A_EnemyName,Deus Maris,UI
Btl_E_W04_LIBERATOR_A_EnemyName,Emancipator,UI
Btl_E_W04_WRLD_INITIAL_00_A_EnemyName,Pirate,UI
Btl_E_W04_WRLD_INITIAL_00_B_EnemyName,Pirate,UI
Btl_E_W06_SAFED_A_EnemyName,Safed,UI
Btl_E_W06_VALKOINEN_A_EnemyName,Valkoinen,UI
Btl_E_W06_CANCER_A_EnemyName,Canker,UI
Btl_E_W06_CANCER_B_EnemyName,Canker,UI
Btl_E_W10_TSUCHINOKO_00_A_EnemyName,Tsuchinoko,UI
Btl_E_W10_MONOFFID_00_A_EnemyName,Monophid,UI
Btl_E_W10_SAMPLE56_00_A_EnemyName,Relic Specimen 56,UI
Btl_E_W10_SAMPLE98_00_A_EnemyName,Relic Specimen 98,UI
Btl_E_W10_SAMPLE507_00_A_EnemyName,Relic Specimen 507,UI
Btl_E_W10_SHISHIOH_00_A_EnemyName,Beast King,UI
Btl_E_W10_SHISHIOH_01_A_EnemyName,Beast King,UI
Btl_E_W10_SHISHIOH_02_A_EnemyName,Beast King,UI
Btl_E_W10_NENKIN_00_A_EnemyName,Myxomycete,UI
Btl_E_W10_NENKIN_00_B_EnemyName,Starving Myxomycete,UI
Btl_E_W10_NENKIN_01_A_EnemyName,Myxomycete,UI
Btl_E_W10_NENKIN_01_B_EnemyName,Starving Myxomycete,UI
Btl_E_W10_MUTANT303_00_A_EnemyName,Mutant #303,UI
Btl_E_W11_M0302_A_EnemyName,Karimpa,UI
Btl_E_W11_M0402_A_EnemyName,Terke-Ipe,UI
Btl_E_W11_M0412_A_EnemyName,Epetpetke,UI
Btl_E_W11_M0420_A_EnemyName,Umma,UI
Btl_E_W11_M0700_A_EnemyName,Wenhuraha,UI
Btl_E_W11_M0711_A_EnemyName,Ipetam,UI
Btl_E_W12_BOOK_KEEPER_00_A_EnemyName,Guardian of the Tome,UI
Btl_E_W12_LEMPERORS_00_A_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPERORS_00_B_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPERORD_00_A_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPERORD_00_B_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPERORD_00_C_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPERORD_01_A_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPEROR_00_A_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPEROR_00_B_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPEROR_00_C_EnemyName,Final Emperor,UI
Btl_E_W12_LEMPEROR_00_D_EnemyName,Final Emperor,UI
Btl_E_W12_BOSS_GOD_00_A_EnemyName,Iron Maiden,UI
Btl_E_W13_BOSS_FERRY_A_EnemyName,Titanic,UI
Btl_E_W13_BOSS_WARSHIP_A_EnemyName,Vanguard,UI
Btl_E_W13_BOSS_AIRSHIP_A_EnemyName,Hindenburg,UI
Btl_E_W13_BOSS_DIVING_A_EnemyName,Nautilus,UI
Btl_E_W13_M0003_A_EnemyName,Sand Eater,UI
Btl_E_W13_M0232_A_EnemyName,Sand Plant,UI
Btl_E_W13_M0300_A_EnemyName,Sand Snake,UI
Btl_E_W13_M0312_A_EnemyName,Sand Barghest,UI
Btl_E_W13_M0401_A_EnemyName,Sand Frog,UI
Btl_E_W13_M0422_A_EnemyName,Sand Horse,UI
Btl_E_W13_M0500_A_EnemyName,Sand Slime,UI
Btl_E_W13_M0520_A_EnemyName,Desert Haniwa,UI
Btl_E_W13_M0702_A_EnemyName,Sand Bug,UI
Btl_E_W13_M0801_A_EnemyName,Sand Vulture,UI
Btl_E_W13_M0810_A_EnemyName,Sand Noggin,UI
Btl_E_W13_M0822_A_EnemyName,Sand Bat,UI
Btl_E_W13_M1003_A_EnemyName,Sand Demon,UI
Btl_E_M0401_B_EnemyName,Megawhale Servant,UI
Btl_E_M0900_L_EnemyName,Channeler of Metal,UI
Btl_E_M0900_R_EnemyName,Immortal Metal Stone,UI
Btl_E_M0900_KOUCHU_EnemyName,Undying Beetle,UI
Btl_E_M0901_L_EnemyName,Water Channeler,UI
Btl_E_M0901_R_EnemyName,Immortal Water Stone,UI
Btl_E_M0901_RINCHU_EnemyName,Undying Aphrodita,UI
Btl_E_M0902_L_EnemyName,Fire Channeler,UI
Btl_E_M0902_R_EnemyName,Immortal Fire Stone,UI
Btl_E_M0902_KEMUSHI_EnemyName,Undying Caterpillar,UI
Btl_E_M0903_L_EnemyName,Wood Channeler,UI
Btl_E_M0903_R_EnemyName,Immortal Wood Stone,UI
Btl_E_M0903_HAMUSHI_EnemyName,Undying Louse,UI
Btl_E_M0904_L_EnemyName,Earth Channeler,UI
Btl_E_M0904_R_EnemyName,Immortal Earth Spirit,UI
Btl_E_M1500_B_EnemyName,Sturdy Ore,UI
Btl_E_M1520_B_EnemyName,Sturdy Container,UI
Btl_E_C01_BOSS_TENKAI_A_EnemyName,Man of the Heavens,UI
Btl_E_C01_BOSS_TENKAI_B_EnemyName,Man of the Heavens,UI
Btl_E_C01_BOSS_TENKAI_C_EnemyName,Man of the Heavens,UI
Btl_E_C01_BOSS_TENKAI_D_EnemyName,Man of the Heavens,UI
Btl_E_C01_BOSS_TENKAI_E_EnemyName,Constantine,UI
Btl_E_SUM_LBOSS_M070X_A_EnemyName,Revolving Insect,UI
Btl_E_W01_AMYA_INITIAL_00_A_EnemyName,Man of the Heavens,UI
Btl_E_W01_AMYA_MYSTERY_00_A_EnemyName,Seahorse,UI
Btl_E_W01_GHOSTTOWN_00_A_EnemyName,Torrent,UI
Btl_E_W01_KOMAINU_00_A_EnemyName,Komainu,UI
Btl_E_W01_YAMAGUMO_00_A_EnemyName,Mountain Spider,UI
Btl_E_W01_LAKE_00_A_EnemyName,Giant Rana,UI
Btl_E_W01_MIDO_GOKAKUDO_10_A_EnemyName,Huanglong,UI
Btl_E_W01_BOSS_KORYU_A_EnemyName,Huanglong,UI
Btl_E_W01_BOSS_KORYU_B_EnemyName,Huanglong,UI
Btl_E_W01_SANGENIN_01_A_EnemyName,Man of the Heavens,UI
Btl_E_W01_SEQUOIA_00_A_EnemyName,Man of the Heavens,UI
Btl_E_W01_SEQUOIA_10_A_EnemyName,Spendy McBigbucks,UI
Btl_E_W02_BOSS_GREY_B_EnemyName,Grey Witch,UI
Btl_E_W02_BOSS_GREY_C_EnemyName,Grey Witch,UI
Btl_E_W02_BOSS_GREY_D_EnemyName,Grey Witch,UI
Btl_E_W02_BOSS_MACHA_A_EnemyName,Macha,UI
Btl_E_W02_BOSS_MACHA_B_EnemyName,Macha,UI
Btl_E_W02_CELESTIAL_WING_GUARDIAN_EnemyName,Witch's Guardian,UI
Btl_E_W02_CRYSTAL_MONSTER_EnemyName,Crystal Fiend,UI
Btl_E_W03_HUNTER_00_A_EnemyName,Hunter,UI
Btl_E_W03_HUNTER_01_A_EnemyName,Hunter,UI
Btl_E_W03_HUNTER_02_A_EnemyName,Hunter,UI
Btl_E_W03_RAGEBOSS_10_B_EnemyName,Warden of Wrath,UI
Btl_E_W03_RAGEBOSS_10_C_EnemyName,Warden of Wrath,UI
Btl_E_W03_BOSS_KING_A_EnemyName,Dismal King,UI
Btl_E_W03_BOSS_TENKAI_A_EnemyName,Man of the Heavens,UI
Btl_E_W04_BATTLESHIP_CAPTAIN_EnemyName,Captain,UI
Btl_E_W06_EVILCELL_A_EnemyName,MaligNonecy,UI
Btl_E_W06_EVILCELL_B_EnemyName,Extreme MaligNonecy,UI
Btl_E_W06_PARASITE_A_EnemyName,Parasite,UI
Btl_E_W06_SUPERPARASITE_A_EnemyName,Extreme Parasite,UI
Btl_E_W06_SUPERPARASITE_B_EnemyName,Extreme Parasite,UI
Btl_E_W07_EVAR_MISSION232_00_A_EnemyName,Violet Beast,UI
Btl_E_W07_EVAR_MISSION401_00_A_EnemyName,Red Giant,UI
Btl_E_W07_EVAR_MISSION142_00_A_EnemyName,Nahoj of the Gale,UI
Btl_E_W08_M0722_A_EnemyName,Naml,UI
Btl_E_W08_M0403_A_EnemyName,Dufda,UI
Btl_E_W08_HOLEHUMAN_A_EnemyName,Bashar,UI
Btl_E_W08_FOSSIL_A_EnemyName,Yang Guardian,UI
Btl_E_W08_FOSSIL_B_EnemyName,Yin Guardian,UI
Btl_E_W08_SOILMASTER_M0220_A_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M0220_B_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M0220_C_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M9051_A_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M9051_B_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M9051_C_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M2004_A_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M2004_B_EnemyName,Lord of the Earth,UI
Btl_E_W08_SOILMASTER_M2004_C_EnemyName,Lord of the Earth,UI
Btl_E_W09_PICK_POCKET_00_A_EnemyName,Sylvester,UI
Btl_E_W09_SQUARE02_00_A_EnemyName,Silver,UI
Btl_E_W09_SQUARE02_01_A_EnemyName,Boudica,UI
Btl_E_W09_SQUARE02_02_A_EnemyName,Market Man,UI
Btl_E_W09_SQUARE02_03_A_EnemyName,Yob,UI
Btl_E_W09_SQUARE02_03_B_EnemyName,Stooge,UI
Btl_E_W09_SQUARE02_04_A_EnemyName,Rodrigo,UI
Btl_E_W09_SQUARE02_WARRIOR_A_EnemyName,Hero,UI
Btl_E_W10_MANUSCRIPT_MONSTER_00_A_EnemyName,Archive Fiend,UI
Btl_E_W10_CURSE_KING_00_A_EnemyName,Cursed Monarch,UI
Btl_E_W10_DRIFTING_LIZARD_00_A_EnemyName,Drifting Lizard,UI
Btl_E_W10_QWEEN_00_A_EnemyName,Rogue Species 303: Green Queen,UI
Btl_E_W10_QWEEN_00_B_EnemyName,Rogue Species 303: Yellow Queen,UI
Btl_E_W10_QWEEN_00_C_EnemyName,Rogue Species 303: Red Queen,UI
Btl_E_W10_YEMECHA_00_A_EnemyName,Dutiful Robot,UI
Btl_E_W10_ORICHALCUM_00_A_EnemyName,Orichalcum Skeletal Specimen,UI
Btl_E_W10_ORICHALCUM_01_A_EnemyName,Orichalcum Skeletal Specimen,UI
Btl_E_W10_ORICHALCUM_02_A_EnemyName,Orichalcum Skeletal Specimen,UI
Btl_E_BS_W11_EPUIKE_A_EnemyName,Maiden Nana,UI
Btl_E_BS_W11_EPUIKE_B_EnemyName,Maiden Nana,UI
Btl_E_BS_W11_EPUIKE_B2_EnemyName,Maiden Nana,UI
Btl_E_W14_BOSS_WATCHER_A_EnemyName,Observer,UI
Btl_E_W14_BOSS_WATCHER_B_EnemyName,Observer,UI
Btl_E_W14_BLACKSMITH_00_A_EnemyName,Swordsmith,UI
Btl_E_W14_BLACKSMITH_01_A_EnemyName,Swordsmith,UI
Btl_E_W14_BLACKSMITH_02_A_EnemyName,Swordsmith,UI
Btl_E_W14_ASSASSIN_00_A_EnemyName,Assassin,UI
Btl_E_W15_BOSS_ALESSA_A_EnemyName,Anti-Alessa,UI
Btl_E_W15_BOSS_FRED_A_EnemyName,Anti-Fred,UI
Btl_E_W15_BOSS_MECHAFRED_A_EnemyName,Mecha Infatuated Fred,UI
Btl_E_W15_BOSS_MECHAFRED_B_EnemyName,Mecha Obsessed Fred,UI
Btl_E_W15_BOSS_CEO_A_EnemyName,Director,UI
Btl_E_W15_BOSS_CEO_B_EnemyName,Director,UI
Btl_E_W15_BOSS_CEO_C_EnemyName,Director,UI
Btl_E_W17_BADGUY_A_EnemyName,Hoodlum,UI
Btl_E_W17_HENCHMAN_A_EnemyName,Goon,UI
Btl_E_W17_HENCHMAN_B_EnemyName,Goon,UI
Btl_E_W17_RABELLEADER_A_EnemyName,Rebel Gordo,UI
Btl_E_W17_RABELARMY_A_EnemyName,Rebel Soldier,UI
Btl_E_W17_RABELARMY_B_EnemyName,Rebel Soldier,UI
Btl_E_W17_LAKERABELER_A_EnemyName,Rebel Shino,UI
Btl_E_W17_LAKERABELER_B_EnemyName,Rebel Pirate,UI
Btl_E_W17_LAKERABELER_C_EnemyName,Rebel Birdman,UI
Btl_E_W18_BOSS_MYSTERY_A_EnemyName,Quisstatium,UI
Btl_E_W19_M1011_A_EnemyName,Queen Bee,UI
Btl_E_LASTBOSS_MIDO_A_EnemyName,Living Anguish,UI
Btl_E_LASTBOSS_MIDO_B_EnemyName,Living Anguish,UI
