label,text,speaker
Btl_SOUL_M0401_B_RoleName,Megawhale Servant,UI
Btl_SOUL_M0401_B_RoleDescription,<emoji Strike>Blunt Power +3% / <emoji Ice>Cold Resistance +10%,UI
Btl_SOUL_M0402_RoleName,Red Rana,UI
Btl_SOUL_M0402_RoleDescription,<emoji Strike>Blunt Power +3%,UI
Btl_SOUL_M0403_RoleName,Yedoma,UI
Btl_SOUL_M0403_RoleDescription,<emoji Strike>Blunt Power +3% / <emoji Ice>Cold Resistance +10%,UI
Btl_SOUL_M0403_B_RoleName,Rana Conjurer,UI
Btl_SOUL_M0403_B_RoleDescription,<emoji Strike>Blunt Power +3% / <emoji Ice>Cold Resistance +10%,UI
Btl_SOUL_M0410_RoleName,Kraken,UI
Btl_SOUL_M0410_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M0411_RoleName,Verdigris,UI
Btl_SOUL_M0411_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M0412_RoleName,Scowl Squid,UI
Btl_SOUL_M0412_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M0413_RoleName,Gargantua,UI
Btl_SOUL_M0413_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M0420_RoleName,Blue Drake,UI
Btl_SOUL_M0420_RoleDescription,<emoji Slash>Slash Resistance +10%,UI
Btl_SOUL_M0421_RoleName,Petros Drake,UI
Btl_SOUL_M0421_RoleDescription,<emoji Slash>Slash Resistance +10% / Status Ailment Resistance,UI
Btl_SOUL_M0422_RoleName,Kelpie,UI
Btl_SOUL_M0422_RoleDescription,<emoji Slash>Slash Resistance +10%,UI
Btl_SOUL_M0423_RoleName,Cockatrice,UI
Btl_SOUL_M0423_RoleDescription,<emoji Slash>Slash Resistance +10% / Status Ailment Resistance,UI
Btl_SOUL_M0500_RoleName,Golden Baum,UI
Btl_SOUL_M0500_RoleDescription,Combo Rate +1% / <emoji Strike>Blunt Resistance +5%,UI
Btl_SOUL_M0501_RoleName,Gelatinous Matter,UI
Btl_SOUL_M0501_RoleDescription,Combo Rate +1% / <emoji Strike>Blunt Resistance +8%,UI
Btl_SOUL_M0502_RoleName,Mycotic Predator,UI
Btl_SOUL_M0502_RoleDescription,Combo Rate +1% / <emoji Strike>Blunt Resistance +10%,UI
Btl_SOUL_M0510_RoleName,Psychic Ogre,UI
Btl_SOUL_M0510_RoleDescription,<emoji Fire>Heat Resistance +5% / Status Ailment Resistance,UI
Btl_SOUL_M0511_RoleName,Disintegrator,UI
Btl_SOUL_M0511_RoleDescription,<emoji Ice>Cold Resistance +5% / Status Ailment Resistance,UI
Btl_SOUL_M0512_RoleName,Toxin Master,UI
Btl_SOUL_M0512_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_M0520_RoleName,Haniwa,UI
Btl_SOUL_M0520_RoleDescription,Combo Rate +2% / Raises Overdrive Activation Rate,UI
Btl_SOUL_M0521_RoleName,Hill Haniwa,UI
Btl_SOUL_M0521_RoleDescription,Combo Rate +2% / Raises Overdrive Activation Rate,UI
Btl_SOUL_M0522_RoleName,Hani Stone,UI
Btl_SOUL_M0522_RoleDescription,Combo Rate +2% / Raises Overdrive Activation Rate,UI
Btl_SOUL_M0700_RoleName,Rumblebug,UI
Btl_SOUL_M0700_RoleDescription,<emoji Slash>Slash Power +2% / Status Ailment Resistance,UI
Btl_SOUL_M0701_RoleName,Grass Masher,UI
Btl_SOUL_M0701_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M0702_RoleName,Wild Ebony,UI
Btl_SOUL_M0702_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M0703_RoleName,Beast Eater,UI
Btl_SOUL_M0703_RoleDescription,<emoji Slash>Slash Power +2% / Status Ailment Resistance,UI
Btl_SOUL_M0710_RoleName,Atlach-Nacha,UI
Btl_SOUL_M0710_RoleDescription,<emoji Strike>Blunt Power +3% / Critical Attack Combo Rate +3%,UI
Btl_SOUL_M0711_RoleName,Sanguine Arachnida,UI
Btl_SOUL_M0711_RoleDescription,<emoji Strike>Blunt Power +3% / Critical Attack Combo Rate +3%,UI
Btl_SOUL_M0712_RoleName,Lord Arachnida,UI
Btl_SOUL_M0712_RoleDescription,<emoji Strike>Blunt Power +3% / Critical Attack Combo Rate +3%,UI
Btl_SOUL_M0720_RoleName,Lesser Ant,UI
Btl_SOUL_M0720_RoleDescription,<emoji Slash>Slash Power +3%,UI
Btl_SOUL_M0721_RoleName,Greater Ant,UI
Btl_SOUL_M0721_RoleDescription,<emoji Slash>Slash Power +3%,UI
Btl_SOUL_M0722_RoleName,Kaiser Ant,UI
Btl_SOUL_M0722_RoleDescription,<emoji Slash>Slash Power +3%,UI
Btl_SOUL_M0800_RoleName,Vulture,UI
Btl_SOUL_M0800_RoleDescription,<emoji Stab>Pierce Power +3%,UI
Btl_SOUL_M0801_RoleName,Songbird,UI
Btl_SOUL_M0801_RoleDescription,<emoji Stab>Pierce Power +3%,UI
Btl_SOUL_M0802_RoleName,Skydiver,UI
Btl_SOUL_M0802_RoleDescription,<emoji Stab>Pierce Power +3%,UI
Btl_SOUL_M0803_RoleName,Skytanker,UI
Btl_SOUL_M0803_RoleDescription,<emoji Stab>Pierce Power +3%,UI
Btl_SOUL_M0810_RoleName,Maggot Ball,UI
Btl_SOUL_M0810_RoleDescription,Combo Rate +2% Per Space Between Characters,UI
Btl_SOUL_M0811_RoleName,Dwarf Star,UI
Btl_SOUL_M0811_RoleDescription,Combo Rate +2% Per Space Between Characters,UI
Btl_SOUL_M0812_RoleName,Sundancer,UI
Btl_SOUL_M0812_RoleDescription,Combo Rate +2% Per Space Between Characters,UI
Btl_SOUL_M0820_RoleName,Decobat,UI
Btl_SOUL_M0820_RoleDescription,Evade Chance +3% / Status Ailment Resistance,UI
Btl_SOUL_M0820_B_RoleName,Soaring Rat,UI
Btl_SOUL_M0820_B_RoleDescription,Evade Chance +3% / Status Ailment Resistance,UI
Btl_SOUL_M0821_RoleName,Ashbeak,UI
Btl_SOUL_M0821_RoleDescription,Evade Chance +3% / Status Ailment Resistance,UI
Btl_SOUL_M0822_RoleName,Melodic Bat,UI
Btl_SOUL_M0822_RoleDescription,Evade Chance +3% / Status Ailment Resistance,UI
Btl_SOUL_M0900_RoleName,Metal Elemental,UI
Btl_SOUL_M0900_RoleDescription,<emoji Strike>Blunt Power +2% / Spell Power +3%,UI
Btl_SOUL_M0900_B_RoleName,Faerie Stone,UI
Btl_SOUL_M0900_B_RoleDescription,<emoji Strike>Blunt Power +1% / Spell Power +4%,UI
Btl_SOUL_M0901_RoleName,Water Elemental,UI
Btl_SOUL_M0901_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Ice>Cold Power +3%,UI
Btl_SOUL_M0902_RoleName,Fire Elemental,UI
Btl_SOUL_M0902_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Fire>Heat Power +3%,UI
Btl_SOUL_M0903_RoleName,Nature Elemental,UI
Btl_SOUL_M0903_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Lightning>Shock Power +3%,UI
Btl_SOUL_M0904_RoleName,Earth Elemental,UI
Btl_SOUL_M0904_RoleDescription,<emoji Strike>Blunt Power +2% / Spell Power +3%,UI
Btl_SOUL_M0904_B_RoleName,Float,UI
Btl_SOUL_M0904_B_RoleDescription,<emoji Strike>Blunt Power +2% / Spell Power +5%,UI
Btl_SOUL_M1000_RoleName,Greater Devil,UI
Btl_SOUL_M1000_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1001_RoleName,Ifrit,UI
Btl_SOUL_M1001_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1002_RoleName,Calcabrina,UI
Btl_SOUL_M1002_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1003_RoleName,Malacoda,UI
Btl_SOUL_M1003_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1004_RoleName,Ariel,UI
Btl_SOUL_M1004_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1010_RoleName,Lilith,UI
Btl_SOUL_M1010_RoleDescription,<emoji Strike>Blunt Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1011_RoleName,Succubus,UI
Btl_SOUL_M1011_RoleDescription,<emoji Strike>Blunt Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1012_RoleName,Harpyia,UI
Btl_SOUL_M1012_RoleDescription,<emoji Strike>Blunt Power +3% / Status Ailment Resistance,UI
Btl_SOUL_M1020_RoleName,Skeleton,UI
Btl_SOUL_M1020_RoleDescription,Combo Rate +1% / <emoji Stab>Pierce Resistance +5%,UI
Btl_SOUL_M1021_RoleName,Skeleton Dancer,UI
Btl_SOUL_M1021_RoleDescription,Combo Rate +1% / <emoji Stab>Pierce Resistance +8%,UI
Btl_SOUL_M1022_RoleName,Vanitas,UI
Btl_SOUL_M1022_RoleDescription,Combo Rate +2% / <emoji Stab>Pierce Resistance +10%,UI
Btl_SOUL_M2000_RoleName,Kaffaljidhma,UI
Btl_SOUL_M2000_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Stab>Pierce Power +2%,UI
Btl_SOUL_M2001_RoleName,Mira,UI
Btl_SOUL_M2001_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Stab>Pierce Power +2%,UI
Btl_SOUL_M2002_RoleName,Menkar,UI
Btl_SOUL_M2002_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Stab>Pierce Power +2%,UI
Btl_SOUL_M2003_RoleName,Cetus,UI
Btl_SOUL_M2003_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Stab>Pierce Power +2%,UI
Btl_SOUL_M2004_RoleName,Diphda,UI
Btl_SOUL_M2004_RoleDescription,<emoji Strike>Blunt Power +2% / <emoji Stab>Pierce Power +2%,UI
Btl_SOUL_M2100_RoleName,Boreas,UI
Btl_SOUL_M2100_RoleDescription,<emoji Stab>Pierce Power +3% / Power +10% When Frenzied,UI
Btl_SOUL_M2101_RoleName,Notus,UI
Btl_SOUL_M2101_RoleDescription,<emoji Stab>Pierce Power +3% / Power +10% When Frenzied,UI
Btl_SOUL_M2102_RoleName,Eurus,UI
Btl_SOUL_M2102_RoleDescription,<emoji Stab>Pierce Power +3% / Power +10% When Frenzied,UI
Btl_SOUL_M2103_RoleName,Zephyrus,UI
Btl_SOUL_M2103_RoleDescription,<emoji Stab>Pierce Power +3% / Power +10% When Frenzied,UI
Btl_SOUL_M2200_RoleName,Vair,UI
Btl_SOUL_M2200_RoleDescription,<emoji Slash>Slash Power +3% / Action Order Up (S),UI
Btl_SOUL_M2201_RoleName,Vairy,UI
Btl_SOUL_M2201_RoleDescription,<emoji Slash>Slash Power +3% / Action Order Up (S),UI
Btl_SOUL_M2202_RoleName,Effarouche,UI
Btl_SOUL_M2202_RoleDescription,<emoji Slash>Slash Power +3% / Action Order Up (S),UI
Btl_SOUL_M2203_RoleName,Orgules,UI
Btl_SOUL_M2203_RoleDescription,<emoji Slash>Slash Power +3% / Action Order Up (S),UI
Btl_SOUL_M2204_RoleName,Gyronny,UI
Btl_SOUL_M2204_RoleDescription,<emoji Slash>Slash Power +3% / Action Order Up (S),UI
Btl_SOUL_E_C01_TUTORIAL_MONSTER_RoleName,Wandering Moch,UI
Btl_SOUL_E_C01_TUTORIAL_MONSTER_RoleDescription,None,UI
Btl_SOUL_E_C01_DOOREVIL_A_RoleName,Malevolent Door Spirit,UI
Btl_SOUL_E_C01_DOOREVIL_A_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_E_RoleName,Lesser Wood Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_E_RoleDescription,Interrupt Evade Chance +25%,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_N_RoleName,Wood Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_N_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_H_RoleName,Greater Wood Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_H_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_RoleName,Divine Wood Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_MOKU_RoleDescription,Soul Tech BP Cost -1,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_E_RoleName,Lesser Fire Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_E_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_N_RoleName,Fire Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_N_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_H_RoleName,Greater Fire Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_H_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_RoleName,Divine Fire Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KA_RoleDescription,Spell BP Cost -1,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_E_RoleName,Lesser Earth Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_E_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_N_RoleName,Earth Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_N_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_H_RoleName,Greater Earth Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_H_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_RoleName,Divine Earth Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_DO_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_E_RoleName,Lesser Metal Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_E_RoleDescription,Target's Block Chance -5%,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_N_RoleName,Metal Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_N_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_H_RoleName,Greater Metal Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_H_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_RoleName,Divine Metal Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_KIN_RoleDescription,BP Cost -1 After Losing Health,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_E_RoleName,Lesser Water Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_E_RoleDescription,<emoji Ice>Cold Resistance +5%,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_N_RoleName,Water Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_N_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_H_RoleName,Greater Water Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_H_RoleDescription,None,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_RoleName,Divine Water Spirit,UI
Btl_SOUL_E_BOSS_ELEMENT_SUI_RoleDescription,BP Cost -1 From Turn 3 Onward,UI
Btl_SOUL_E_W01_KOMAINU_00_A_RoleName,Komainu,UI
Btl_SOUL_E_W01_KOMAINU_00_A_RoleDescription,Combo Rate +2% / <emoji Stab>Pierce Resistance +10%,UI
Btl_SOUL_E_W01_AMYA_MYSTERY_00_A_RoleName,Seahorse,UI
Btl_SOUL_E_W01_AMYA_MYSTERY_00_A_RoleDescription,<emoji Slash>Slash Resistance +10%,UI
Btl_SOUL_E_W01_GHOSTTOWN_00_A_RoleName,Torrent,UI
Btl_SOUL_E_W01_GHOSTTOWN_00_A_RoleDescription,<emoji Strike>Blunt Power +3%,UI
Btl_SOUL_E_W01_YAMAGUMO_00_A_RoleName,Mountain Spider,UI
Btl_SOUL_E_W01_YAMAGUMO_00_A_RoleDescription,<emoji Strike>Blunt Power +3% / Critical Attack Combo Rate +3%,UI
Btl_SOUL_E_W01_LAKE_00_A_RoleName,Giant Rana,UI
Btl_SOUL_E_W01_LAKE_00_A_RoleDescription,<emoji Strike>Blunt Power +3% / <emoji Ice>Cold Resistance +10%,UI
Btl_SOUL_E_W01_BOSS_KORYU_A_RoleName,Huanglong,UI
Btl_SOUL_E_W01_BOSS_KORYU_A_RoleDescription,<emoji Strike>Blunt Power +3% / <emoji Fire>Heat Resistance +10%,UI
Btl_SOUL_E_W02_CELESTIAL_WING_GUARDIAN_RoleName,Witch's Guardian,UI
Btl_SOUL_E_W02_CELESTIAL_WING_GUARDIAN_RoleDescription,Combo Rate +1% / Accuracy +20%,UI
Btl_SOUL_E_W02_CRYSTAL_MONSTER_RoleName,Crystal Fiend,UI
Btl_SOUL_E_W02_CRYSTAL_MONSTER_RoleDescription,<emoji Slash>Slash Power +3% / Status Ailment Resistance,UI
Btl_SOUL_E_W02_CALAMITY_RoleName,The Calamity,UI
Btl_SOUL_E_W02_CALAMITY_RoleDescription,<emoji Strike>Blunt Power +2% / Spell Power +3%,UI
Btl_SOUL_E_W03_BOSS_KING_A_RoleName,Dismal King,UI
Btl_SOUL_E_W03_BOSS_KING_A_RoleDescription,<emoji Stab>Pierce Power +3% / Power +10% When Frenzied,UI
Btl_SOUL_E_W04_PEDRO_00_A_RoleName,Pedro,UI
Btl_SOUL_E_W04_PEDRO_00_A_RoleDescription,Combo Rate +2% Per Space Between Characters,UI
Btl_SOUL_E_W04_AZURE_00_B_RoleName,Guardian Spirit,UI
Btl_SOUL_E_W04_AZURE_00_B_RoleDescription,Combo Rate +2% / Accuracy +30%,UI
Btl_SOUL_E_W04_MASTER_00_A_RoleName,Mr. S,UI
Btl_SOUL_E_W04_MASTER_00_A_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W04_SEAGOD_A_RoleName,Deus Maris,UI
Btl_SOUL_E_W04_SEAGOD_A_RoleDescription,<emoji Strike>Blunt Power +3% / <emoji Ice>Cold Resistance +10%,UI
Btl_SOUL_E_W04_LIBERATOR_A_RoleName,Emancipator,UI
Btl_SOUL_E_W04_LIBERATOR_A_RoleDescription,Combo Rate +2% / Accuracy +30%,UI
Btl_SOUL_E_W06_EVILCELL_A_RoleName,Malignancy,UI
Btl_SOUL_E_W06_EVILCELL_A_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W06_EVILCELL_B_RoleName,Extreme Malignancy,UI
Btl_SOUL_E_W06_EVILCELL_B_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W06_SAFED_A_RoleName,Priest Safed,UI
Btl_SOUL_E_W06_SAFED_A_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W06_VALKOINEN_A_RoleName,High Priest Valkoinen,UI
Btl_SOUL_E_W06_VALKOINEN_A_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W06_CANCER_A_RoleName,Canker,UI
Btl_SOUL_E_W06_CANCER_A_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W06_CANCER_B_RoleName,Canker,UI
Btl_SOUL_E_W06_CANCER_B_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W06_PARASITE_A_RoleName,Parasite,UI
Btl_SOUL_E_W06_PARASITE_A_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W06_SUPERPARASITE_A_RoleName,Extreme Parasite,UI
Btl_SOUL_E_W06_SUPERPARASITE_A_RoleDescription,Status Ailment Resistance,UI
Btl_SOUL_E_W07_EVAR_MISSION232_00_A_RoleName,Violet Beast,UI
Btl_SOUL_E_W07_EVAR_MISSION232_00_A_RoleDescription,<emoji Strike>Blunt Power +3% / <emoji Slash>Slash Resistance +8%,UI
Btl_SOUL_E_W07_EVAR_MISSION401_00_A_RoleName,Red Giant,UI
Btl_SOUL_E_W07_EVAR_MISSION401_00_A_RoleDescription,Combo Rate +1% / <emoji Fire>Heat Resistance +15%,UI
Btl_SOUL_E_W08_M0722_A_RoleName,Naml,UI
