label,Attack,AttackCount,AddSingleStageDamage,AddOverAttackDamage,BP,Hit,SureHit,Hate,Speed,AfterCasterSpeed,AfterTargetSpeed,Attribute,BaseParameter,BeforeGuard,AfterGuard,OverAttack,OverAttackLeft,OverAttackRight,OverAttackSelf,Bump,Limit,HitArea,Penetration,RaceSlayer,Random,ReserveType,ReserveProb,ReserveCancel,TargetType,TargetParty,Trace,TraceDifficulty,Turn,BaseElement,EffectType,EffectParam,AddEffectSequence,AddEffect,AddEffectParam,DisableSelect
OHS_WLRAP_A02_EX1,26,1,12,21,3,98, None,22,-4,0,0, None  None,Qui Vit,1, None,1,1,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Paralysis  None  None  None,50  None  None  None, None, None  None,0 0, None
OHS_WLRAP_B01_EX1,16,1,12,21,3,98, None,16,1,0,0, None  None,Qui Vit, None, None,1,1,1,1,0,0, None, None, None, None,None,0,1,All,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHS_WLRAP_B02_EX1,80,1,7,23,5,98,1,35,3,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0, None, None, None,10,Counter,84,0,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
OHS_WLDAG_A01_EX1,39,1,5,21,3,95, None,6,1,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0, None, None, None, None,InterruptSlash,100,0,Single,Target,0,0,0, None  None  None,Poison InvalidGuard  None  None,75 100  None  None, None, None  None,0 0, None
OHS_WLDAG_B01_EX1,31,1,12,21,3,95, None,6,4,0,0, None  None,Tec Vit, None, None,1,0,2,1,0,0, None, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHS_WLDAG_B02_EX1,60,1,6,22,4,95,1,8,-3,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0, None, None, None, None,Counter,82,0,Single,Target,0,0,0, None  None  None,Death InvalidGuard  None  None,25 100  None  None, None, None  None,0 0, None
OHS_WLDAG_B03_EX1,34,1,13,22,4,95, None,6,0,0,0, None  None,Tec Vit, None, None,1,2,2,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Stun None  None  None,50 0  None  None, None, None  None,0 0, None
OHS_WLAXE_A01_EX1,26,1,11,20,2,94, None,22,-1,2,2, None  None,Str Vit, None, None,1,0,0,1,0,0, None, None,Plant, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None,B0/Up_At_01,Attack  None,10 0, None
OHS_WLAXE_B01_EX1,35,1,12,21,3,94, None,24,2,3,3, None  None,Tec Vit, None, None,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None None  None  None, None 0  None  None, None, None  None,0 0, None
OHS_WLAXE_B02_EX1,31,1,12,21,3,94, None,23,-4,3,3, None  None,Str Vit, None, None,1,1,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,ChantExtend  None  None  None,50  None  None  None,B0/Up_Mg_01,Magic  None,10 0, None
OHS_WLAXE_B03_EX1,45,1,14,23,5,94, None,26,3,5,3, None  None,Str Vit, None, None,1,0,2,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Speed  None  None  None,-8  None  None  None, None, None  None,0 0, None
THS_WH000_A01_EX1,31,1,24,10,2,89, None,40,1,4,3, None  None,Str Vit, None, None,1,1,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,HateUp  None  None  None,100  None  None  None, None, None  None,0 0, None
THS_WH000_A01_EX2,30,1,24,10,2,89, None,38,0,4,3, None  None,Str Vit, None, None,1,1,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,None  None  None  None,0  None  None  None,B0/Up_Mg_01,Magic  None,20  None, None
THS_WH000_A02_EX1,53,1,5,11,3,99, None,49,0,6,4, None  None,Tec Vit, None, None,1,0,0,1,0,0, None, None, None, None,InterruptStab,100,0,Single,Target,0,0,0, None  None  None,Attack InvalidGuard  None  None,-20 100  None  None, None, None  None,0 0, None
THS_WH000_A04_EX1,49,1,27,13,5,88, None,47,-1,10,5, None  None,Str Vit, None, None,1,2,0,1,1,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Defense  None  None  None,-10  None  None  None, None, None  None,0 0, None
THS_WH000_B01_EX1,33,1,29,15,7,89, None,40,0,14,6, None  None,Str Wil, None, None,1,1,1,1,0,0, None, None, None, None,None,0,0,All,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THS_WHGSW_A01_EX1,42,1,25,11,3,87, None,46,2,6,4, None  None,Qui Vit, None, None,1,0,0,0,2,0, None, None, None, None,Chase,100,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THS_WHGSW_B01_EX1,41,1,26,12,4,89, None,44,1,8,4, None  None,Str Vit, None, None,1,0,1,1,0,0, None, None,Mecha, None,None,0,0,Single,Target,0,0,0, None  None  None,ParalysisMecha  None  None  None,50  None  None  None, None, None  None,0 0, None
THS_WHGSW_B02_EX1,36,1,25,11,3,89, None,42,-1,6,4, None  None,Str Vit,1, None,1,2,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,HateUp  None  None  None,100  None  None  None,B0/Up_Sp_01,Speed  None,8 0, None
THS_WHGSW_B03_EX1,56,1,27,13,5,86, None,51,2,10,5, None  None,Str Vit, None, None,1,0,1,1,3,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THS_WHGSW_B04_EX1,58,1,28,14,6,89, None,52,-2,12,6, None  None,Str Vit, None, None,1,3,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None,B0/Up_At_01,Attack  None,20 0, None
THS_WHSSW_A01_EX1,30,1,24,10,2,100,0,38,2,4,3, None  None,Tec Vit, None, None,1,0,0,1,0,0, None, None,Asmodian, None,None,0,1,Single,Target,0,0,0, None  None  None, None None  None  None, None 0  None  None, None, None  None,0 0, None
THS_WHSSW_B01_EX1,45,1,25,11,3,89, None,46,3,6,4, None  None,Qui Vit, None, None,1,0,0,0,0,0,Ground, None, None, None,Chase,100,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THS_WHSSW_B02_EX1,44,1,26,12,4,89,0,46,-3,8,4, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Stun InvalidGuard  None  None,50 100  None  None, None, None  None,0 0, None
THS_WHSSW_B03_EX1,43,1,25,11,3,89,0,46,4,6,4, None  None,Qui Vit, None, None,1,0,0,0,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
THS_WHSSW_B04_EX1,35,1,25,11,3,89, None,42,-5,6,4, None  None,Str Vit,1, None,1,2,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Confusion  None  None  None,50  None  None  None, None, None  None,0 0, None
THS_WHPSW_A01_EX1,35,1,25,11,3,100, None,42,-1,6,4, None  None,Tec Vit, None, None,1,2,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Defense  None  None  None,-10  None  None  None, None, None  None,0 0, None
THS_WHPSW_B01_EX1,47,1,26,12,4,92,0,47,-1,8,4, None  None,Tec Vit, None, None,1,0,0,0,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
THS_WHPSW_B02_EX1,35,1,25,11,3,92, None,42,2,6,4, None  None,Tec Vit, None, None,1,0,2,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,Paralysis  None  None  None,25  None  None  None, None, None  None,0 0, None
THS_WHPSW_B03_EX1,31,1,24,10,2,92, None,40,3,4,3, None  None,Tec Vit, None, None,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Stun  None  None  None,50  None  None  None, None, None  None,0 0, None
THS_WHPSW_B04_EX1,39,1,26,12,4,92, None,44,2,8,4, None  None,Tec Vit, None, None,1,1,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Magic ChantExtend  None  None,-10 50  None  None,B0/Up_Mg_01,Magic  None,10 0, None
OHG_GL000_A01_EX1,28,1,11,20,2,97, None,22,-2,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHG_GL000_A01_EX2,19,1,10,19,1,97, None,19,0,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None,B0/Up_Mg_01,Magic  None,10  None, None
OHG_GL000_A02_EX1,22,1,11,20,2,92, None,20,2,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,HateUp None  None  None,50 0  None  None, None, None  None,0 0, None
OHG_GL000_A04_EX1,21,1,11,20,2,92, None,20,5,0,0, None  None,Tec Vit, None, None,1,0,2,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None None  None  None, None 0  None  None, None, None  None,0 0, None
OHG_GL000_A05_EX1,35,1,12,10,3,92, None,24,-2,0,0, None  None,Qui Vit, None, None,1,0,0,0,0,0,Ground, None, None, None,Follow,100,1,Other,Target,0,0,0, None  None  None,Stun  None  None  None,50  None  None  None, None, None  None,0 0, None
OHG_GL000_B01_EX1,59,1,5,21,3,92,1,30,1,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,Counter,80,1,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
OHG_GL000_B03_EX1,33,1,13,22,4,92, None,23,1,0,0, None  None,Tec Vit, None, None,1,0,1,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,OverAttackBuff  None  None  None,20  None  None  None, None, None  None,0 0, None
OHG_GL000_B04_EX1,36,1,13,22,4,92, None,24,-3,0,0, None  None,Tec Vit, None, None,1,2,0,1,0,0,Air, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Attack HateUp  None  None,-10 150  None  None, None, None  None,0 0, None
OHG_GL000_B05_EX1,36,1,14,23,5,92, None,24,1,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air,1,Mecha, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHG_GL000_B06_EX1,25,1,12,21,3,92, None,0,3,0,0, None  None,Tec Vit, None, None,1,0,3,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,ChantExtend  None  None  None,50  None  None  None, None, None  None,0 0, None
OHG_GL000_B08_EX1,43,1,14,23,5,100, None,26,0,0,0, None  None,Tec Vit, None, None,1,1,1,1,0,0,Air, None,Winged, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THG_GH000_A01_EX1,25,1,26,4,2,86, None,37,1,4,3, None  None,Tec Vit, None, None,1,0,2,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THG_GH000_A01_EX2,41,1,27,5,3,86, None,44,0,6,4, None  None,Tec Vit, None, None,1,1,1,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None,B0/Up_Mg_01,Magic  None,20 0, None
THG_GH000_A02_EX1,41,1,27,5,3,86, None,44,0,6,4, None  None,Tec Vit, None, None,1,2,0,1,0,0,Ground, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,Speed  None  None  None,-8  None  None  None, None, None  None,0 0, None
THG_GH000_A03_EX1,46,1,28,6,4,86, None,46,-3,8,4, None  None,Tec Vit,1, None,1,1,1,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,HateUp  None  None  None,100  None  None  None,B0/Up_Df_01,Defense  None,10 0, None
THG_GH000_A04_EX1,60,1,30,8,6,86, None,52,-2,12,6, None  None,Tec Vit, None, None,1,2,0,1,0,0,Air, None,Spirit, None,None,0,1,Single,Target,0,0,0, None  None  None,Defense  None  None  None,-10  None  None  None, None, None  None,0 0, None
THG_GH000_B01_EX1,40,1,27,5,3,86, None,44,2,6,4, None  None,Tec Vit, None, None,1,0,2,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None,B0/Up_At_01,Attack  None,10 0, None
THG_GH000_B02_EX1,25,1,28,6,4,86, None,37,-1,8,4, None  None,Tec Vit, None, None,1,4,4,1,0,0,Air, None, None, None,None,0,0,All,Target,0,0,0, None  None  None,None  None  None  None,0  None  None  None, None, None  None,0 0, None
THG_GHMAC_A01_EX1,39,1,26,4,2,86, None,44,2,4,3, None  None,Qui Vit, None, None,1,0,0,0,0,0,Air, None, None, None,Chase,100,0,Single,Target,0,0,0, None  None  None,None  None  None  None,0  None  None  None, None, None  None,0 0, None
THG_GHMAC_B01_EX1,25,1,28,6,4,86, None,37,-1,8,4, None  None,Tec Vit, None, None,1,2,2,1,0,0,Air, None, None, None,None,0,0,All,Target,0,0,0, None  None  None,Darkness  None  None  None,50  None  None  None, None, None  None,0 0, None
THG_GHMAC_B02_EX1,56,6,28,6,4,86, None,14,1,8,4, None  None,Tec Vit, None, None,1,0,1,1,0,0,Air, None, None, None,None,0,1,RandomAll,Target,0,0,0, None  None  None,HateUp  None  None  None,100  None  None  None, None, None  None,0 0, None
THG_GHFLA_A01_EX1,93,1,6,6,4,86,1,66,2,8,4, None  None,Tec Wil, None, None,1,0,0,1,0,0,Air, None, None, None,Counter,82,0,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
THG_GHFLA_B01_EX1,82,1,6,6,4,86, None,63,-3,8,4, None  None,Tec Wil, None, None,1,0,0,1,0,0,Air, None, None, None,InterruptStab,100,0,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
THG_GHFLA_B02_EX1,43,1,27,5,3,86, None,46,1,6,4, None  None,Tec Wil, None, None,1,2,2,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THG_GHELE_A01_EX1,20,1,27,5,3,86, None,35,2,6,4, None  None,Tec Wil, None, None,1,0,3,1,0,0,Air, None,Mecha, None,None,0,0,All,Target,0,0,0, None  None  None,StunMecha  None  None  None,50  None  None  None, None, None  None,0 0, None
THG_GHELE_A02_EX1,46,1,28,6,4,86, None,46,0,8,4, None  None,Tec Wil, None, None,1,1,1,1,0,0,Air, None,Aquatic, None,None,0,0,Single,Target,0,0,0, None  None  None,Stun  None  None  None,75  None  None  None, None, None  None,0 0, None
THG_GHELE_B01_EX1,51,1,29,7,5,86, None,49,-3,10,5, None  None,Tec Wil, None, None,1,3,0,1,0,0,Air, None,Mecha, None,None,0,0,Single,Target,0,0,0, None  None  None,ParalysisMecha  None  None  None,50  None  None  None, None, None  None,0 0, None
THG_GHBOM_A01_EX1,28,1,28,6,4,86, None,38,-3,8,4, None  None,Tec Wil, None, None,1,1,1,1,0,0,Ground, None,Insect, None,None,0,0,All,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THG_GHBOM_B01_EX1,40,1,27,5,3,86, None,44,-5,6,4, None  None,Tec Wil, None, None,1,3,0,1,0,0,Air, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Defense  None  None  None,-10  None  None  None, None, None  None,0 0, None
THG_GHBOM_B02_EX1,29,1,29,7,5,86, None,38,-3,10,5, None  None,Tec Wil, None, None,1,5,0,1,0,0,Air, None,Plant, None,None,0,0,All,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THG_GHCHE_A01_EX1,46,1,28,6,4,86, None,46,-1,8,4, None  None,Tec Wil, None, None,1,1,0,1,0,0,Air, None,Element, None,None,0,0,Single,Target,0,0,0, None  None  None,Magic  None  None  None,-20  None  None  None, None, None  None,0 0, None
THG_GHCHE_B01_EX1,38,1,27,5,3,86, None,42,2,6,4, None  None,Tec Wil, None, None,1,0,2,1,0,0,Air, None,Beast, None,None,0,0,Single,Target,0,0,0, None  None  None,Poison  None  None  None,50  None  None  None, None, None  None,0 0, None
THG_GHCHE_B02_EX1,52,1,29,7,5,86, None,49,1,10,5, None  None,Tec Wil, None, None,1,0,3,1,0,0,Air, None,Reptiles, None,None,0,0,Single,Target,0,0,0, None  None  None,Attack  None  None  None,-20  None  None  None, None, None  None,0 0, None
MAR_MA000_A01_EX1,15,1,13,22,1,98, None,12,2,0,0, None  None,Str Vit, None,1,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
MAR_MA000_A07_EX1,23,1,14,23,2,98, None,17,1,0,0, None  None,Tec Vit, None,1,1,0,0,0,0,0, None, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,Defense  None  None  None,-10  None  None  None, None, None  None,0 0, None
MAR_MA000_B03_EX1,55,1,8,24,3,98,1,23,0,0,0, None  None,Tec Vit, None,1,1,0,0,1,0,0, None, None, None, None,Counter,80,0,Single,Target,0,0,0, None  None  None,HateUp InvalidGuard  None  None,100 100  None  None, None, None  None,0 0, None
MAR_MA000_B06_EX1,28,1,15,24,3,98, None,18,-1,0,0, None  None,Str Vit,1,0,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None,Attack  None,10 0, None
MAR_MA000_B08_EX1,42,1,17,26,5,98, None,21,-2,0,0, None  None,Str Vit,1,0,1,2,0,1,0,0, None, None, None,0,None,0,0,Single,Target,0,0,0, None  None  None,InvalidGuard  None  None  None,100  None  None  None, None, None  None,0 0, None
MAR_MA000_A02_EX1,23,1,10,19,1,95, None,17,-1,1,2, None  None,Str Vit, None, None,1,0,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
MAR_MA000_A08_EX1,28,1,11,20,2,94, None,18,4,2,2, None  None,Qui Vit, None, None,1,0,0,1,1,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
MAR_MA000_B01_EX1,29,1,11,9,2,95, None,18,1,2,2, None  None,Qui Vit, None, None,1,0,0,0,0,0, None, None, None, None,Follow,100,0,Other,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
MAR_MA000_B04_EX1,45,1,14,23,5,95, None,21,2,5,3, None  None,Str Vit, None, None,1,0,2,1,0,0, None, None,Spirit, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
MAR_MA000_B07_EX1,31,1,15,24,3,95, None,18,2,3,3, None  None,Qui Vit, None, None,1,1,1,1,0,0,Air, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None,B0/Up_Sp_01,Speed  None,8 0, None
MAR_MA000_A04_EX1,25,1,11,20,2,91, None,17,0,4,3, None  None,Vit Vit, None, None,1,0,1,1,1,0, None, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
MAR_MA000_A06_EX1,30,1,11,20,2,92, None,18,2,4,3, None  None,Vit Vit, None, None,1,0,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
MAR_MA000_A09_EX1,54,1,5,21,3,92, None,22,0,6,4, None  None,Tec Vit, None, None,1,0,0,1,0,0,Ground, None, None, None,InterruptStrike,100,0,Single,Target,0,0,0, None  None  None,Stun InvalidGuard  None  None,50 100  None  None, None, None  None,0 0, None
MAR_MA000_B02_EX1,41,1,13,22,4,92,1,20,-4,8,4, None  None,Tec Vit, None, None,1,1,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None None  None  None, None 0  None  None, None, None  None,0 0, None
MAR_MA000_B09_EX1,30,1,12,21,3,92, None,18,3,6,4, None  None,Vit Vit,0,1,1,0,3,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,HateReset HateUp  None  None,0 100  None  None, None, None  None,0 0, None
OHS_WL000_A01_UN1,29,1,11,20,2,95, None,22,-2,0,0, None  None,Qui Vit,1, None,1,0,0,0,0,0, None, None, None, None,Chase,100,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHS_WL000_A01_UN2,29,1,11,20,2,95, None,22,-7,-80,0, None  None,Str Vit, None, None,1,0,0,1,0,0, None, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHS_WL000_A04_UN1,28,1,11,20,2,95, None,22,4,0,0, None  None,Qui Vit, None, None,1,0,1,1,0,0, None, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHS_WLAXE_A01_UN1,31,1,11,20,2,94, None,23,0,2,2, None  None,Qui Vit, None, None,1,0,0,0,0,0,Air, None,None, None,Chase,100,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THS_WH000_A01_UN1,31,1,24,10,2,89, None,40,-5,4,3, None  None,Str Vit,1, None,1,1,0,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
THS_WH000_A02_UN1,23,1,23,9,1,89, None,37,2,2,2, None  None,Str Vit, None, None,1,0,1,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Attack  None  None  None,-10  None  None  None, None, None  None,0 0, None
THS_WHPSW_B01_UN1,40,1,25,11,3,92, None,44,7,78,28, None  None,Tec Vit, None, None,1,0,2,1,0,0, None, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
OHG_GL000_B06_UN1,22,1,11,20,2,92, None,20,0,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,None,0,1,Single,Target,0,0,0, None  None  None,ChantExtend  None  None  None,75  None  None  None, None, None  None,0 0, None
THG_GH000_A01_UN1,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_001_UN,26,1,11,20,2,92, None,22,-8,0,0, None  None,Tec Vit, None, None,1,0,0,1,0,0,Air, None, None, None,None,0,0,Single,Target,0,0,0, None  None  None,Attack None  None  None,-10 0  None  None, None, None  None,0 0, None
ARTS_002_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_003_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_004_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_005_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
ARTS_006_UN,14,1,25,13,1,50, None,24,1,2,2, None  None,Wil Vit, None, None,1,0,1,1,0,0,Air, None, None,95,None,0,1,Single,Target,0,0,0, None  None  None, None  None  None  None, None  None  None  None, None, None  None,0 0, None
