label, text, speaker, autoLineBreak
OHS_WLTSW_B02_ArtsName, Dual Torrent,  UI,  0
OHS_WLTSW_B02_ArtsExp, (Enemy/Single Target/Antiair/DEX),  UI,  0
OHS_WLTSW_B02_OverAttackFirst, Dual,  UI,  0
OHS_WLTSW_B02_OverAttackLast, Torrent,  UI,  0
THS_WH000_A01_ArtsName, Smash,  UI,  0
THS_WH000_A01_ArtsExp, (Enemy/Single Target/STR),  UI,  0
THS_WH000_A01_OverAttackFirst, Sma,  UI,  0
THS_WH000_A01_OverAttackLast, Sh,  UI,  0
THS_WH000_A01_EX1_ArtsName, Boasting Slash,  UI,  0
THS_WH000_A01_EX1_ArtsExp, (Enemy/Single Target/STR) [Custom Tech] Provoke enemy.,  UI,  0
THS_WH000_A01_EX1_OverAttackFirst, Boasting,  UI,  0
THS_WH000_A01_EX1_OverAttackLast, Slash,  UI,  0
THS_WH000_A01_EX2_ArtsName, Focusing Smash,  UI,  0
THS_WH000_A01_EX2_ArtsExp, (Enemy/Single Target/STR) Own spell power +20%.,  UI,  0
THS_WH000_A01_EX2_OverAttackFirst, Focusing,  UI,  0
THS_WH000_A01_EX2_OverAttackLast, Smash,  UI,  0
THS_WH000_A01_UN1_ArtsName, Terminating Smash,  UI,  0
THS_WH000_A01_UN1_ArtsExp, (Enemy/Single Target/STR),  UI,  0
THS_WH000_A01_UN1_OverAttackFirst, Terminating,  UI,  0
THS_WH000_A01_UN1_OverAttackLast, Smash,  UI,  0
THS_WH000_A02_ArtsName, Flowing Slash,  UI,  0
THS_WH000_A02_ArtsExp, (Enemy/Single Target/STR) Target attack power -10%.,  UI,  0
THS_WH000_A02_OverAttackFirst, Flowing,  UI,  0
THS_WH000_A02_OverAttackLast, Slash,  UI,  0
THS_WH000_A02_EX1_ArtsName, Enfeebling Slash,  UI,  0
THS_WH000_A02_EX1_ArtsExp, (Enemy/Single Target/DEX) [Custom Tech] Target attack power -20%.,  UI,  0
THS_WH000_A02_EX1_OverAttackFirst, Enfeebling,  UI,  0
THS_WH000_A02_EX1_OverAttackLast, Slash,  UI,  0
THS_WH000_PROTECT_ArtsName, Deflect,  UI,  0
THS_WH000_PROTECT_ArtsExp, (Ally/Other) Take an attack intended for another ally. Reduces damage taken.,  UI,  0
THS_WH000_PROTECT_OverAttackFirst, De,  UI,  0
THS_WH000_PROTECT_OverAttackLast, Flect,  UI,  0
THS_WH000_A04_ArtsName, Vertical Smash,  UI,  0
THS_WH000_A04_ArtsExp, (Enemy/Single Target/STR) Target defense -10%.,  UI,  0
THS_WH000_A04_OverAttackFirst, Vertical,  UI,  0
THS_WH000_A04_OverAttackLast, Smash,  UI,  0
THS_WH000_A04_EX1_ArtsName, Air Raid,  UI,  0
THS_WH000_A04_EX1_ArtsExp, (Enemy/Single Target/STR) [Custom Tech] Target defense -10%.,  UI,  0
THS_WH000_A04_EX1_OverAttackFirst, Air,  UI,  0
THS_WH000_A04_EX1_OverAttackLast, Raid,  UI,  0
THS_WH000_B01_ArtsName, Wheel Swing,  UI,  0
THS_WH000_B01_ArtsExp, (Enemy/All Targets/STR),  UI,  0
THS_WH000_B01_OverAttackFirst, Wheel,  UI,  0
THS_WH000_B01_OverAttackLast, Swing,  UI,  0
THS_WH000_B01_EX1_ArtsName, Twister,  UI,  0
THS_WH000_B01_EX1_ArtsExp, (Enemy/All Targets/STR) [Custom Tech] ,  UI,  0
THS_WH000_B01_EX1_OverAttackFirst, Twist,  UI,  0
THS_WH000_B01_EX1_OverAttackLast, Twister,  UI,  0
THS_WHGSW_A01_ArtsName, Bull Crush,  UI,  0
THS_WHGSW_A01_ArtsExp, (Enemy/Single Target/STR),  UI,  0
THS_WHGSW_A01_OverAttackFirst, Bull,  UI,  0
THS_WHGSW_A01_OverAttackLast, Crush,  UI,  0
THS_WHGSW_A01_EX1_ArtsName, Bull Pursuit,  UI,  0
THS_WHGSW_A01_EX1_ArtsExp, (Enemy/Single Target/MOB) [Custom Tech] ,  UI,  0
THS_WHGSW_A01_EX1_OverAttackFirst, Bull,  UI,  0
THS_WHGSW_A01_EX1_OverAttackLast, Pursuit,  UI,  0
THS_WHGSW_B01_ArtsName, Jolting Slash,  UI,  0
THS_WHGSW_B01_ArtsExp, (Enemy/Single Target/STR),  UI,  0
THS_WHGSW_B01_OverAttackFirst, Jolting,  UI,  0
THS_WHGSW_B01_OverAttackLast, Slash,  UI,  0
THS_WHGSW_B01_EX1_ArtsName, Mineshaft Slash,  UI,  0
THS_WHGSW_B01_EX1_ArtsExp, (Enemy/Single Target/STR) [Custom Tech] Mech paralysis chance 50%.,  UI,  0
THS_WHGSW_B01_EX1_OverAttackFirst, Mine,  UI,  0
THS_WHGSW_B01_EX1_OverAttackLast, Slash,  UI,  0
THS_WHGSW_B02_ArtsName, Absetzen,  UI,  0
THS_WHGSW_B02_ArtsExp, (Enemy/Single Target/STR) Provoke enemy.,  UI,  0
THS_WHGSW_B02_OverAttackFirst, Abse,  UI,  0
THS_WHGSW_B02_OverAttackLast, Tzen,  UI,  0
THS_WHGSW_B02_EX1_ArtsName, Schnell,  UI,  0
THS_WHGSW_B02_EX1_ArtsExp, (Enemy/Single Target/STR) [Custom Tech] Provoke enemy. Own speed +8%.,  UI,  0
THS_WHGSW_B02_EX1_OverAttackFirst, Sch,  UI,  0
THS_WHGSW_B02_EX1_OverAttackLast, Nell,  UI,  0
THS_WHGSW_B03_ArtsName, Upper Smash,  UI,  0
THS_WHGSW_B03_ArtsExp, (Enemy/Single Target/STR),  UI,  0
THS_WHGSW_B03_OverAttackFirst, Upper,  UI,  0
THS_WHGSW_B03_OverAttackLast, Smash,  UI,  0
THS_WHGSW_B03_EX1_ArtsName, Super Smash,  UI,  0
THS_WHGSW_B03_EX1_ArtsExp, (Enemy/Single Target/STR) [Custom Tech] ,  UI,  0
THS_WHGSW_B03_EX1_OverAttackFirst, Super,  UI,  0
THS_WHGSW_B03_EX1_OverAttackLast, Smash,  UI,  0
THS_WHGSW_B04_ArtsName, Vandalize,  UI,  0
THS_WHGSW_B04_ArtsExp, (Enemy/Single Target/STR),  UI,  0
THS_WHGSW_B04_OverAttackFirst, Vand,  UI,  0
THS_WHGSW_B04_OverAttackLast, Alize,  UI,  0
THS_WHGSW_B04_EX1_ArtsName, Power Raiser,  UI,  0
THS_WHGSW_B04_EX1_ArtsExp, (Enemy/Single Target/STR) [Custom Tech] Own attack power +20%.,  UI,  0
THS_WHGSW_B04_EX1_OverAttackFirst, Power,  UI,  0
THS_WHGSW_B04_EX1_OverAttackLast, Raise,  UI,  0
THS_WHSSW_A01_ArtsName, Optical Slash,  UI,  0
THS_WHSSW_A01_ArtsExp, (Enemy/Single Target/Guaranteed Hit/DEX),  UI,  0
THS_WHSSW_A01_OverAttackFirst, Optical,  UI,  0
THS_WHSSW_A01_OverAttackLast, Slash,  UI,  0
THS_WHSSW_A01_EX1_ArtsName, Mistwalker,  UI,  0
THS_WHSSW_A01_EX1_ArtsExp, (Enemy/Single Target/DEX) [Custom Tech] ,  UI,  0
THS_WHSSW_A01_EX1_OverAttackFirst, Mist,  UI,  0
THS_WHSSW_A01_EX1_OverAttackLast, Walker,  UI,  0
THS_WHSSW_B01_EX1_ArtsName, Dark Centipede,  UI,  0
THS_WHSSW_B01_EX1_ArtsExp, (Enemy/Single Target/Antiground/MOB) [Custom Tech] ,  UI,  0
THS_WHSSW_B01_EX1_OverAttackFirst, Dark,  UI,  0
THS_WHSSW_B01_EX1_OverAttackLast, Centipede,  UI,  0
THS_WHSSW_B02_ArtsName, Shadow Reversal,  UI,  0
THS_WHSSW_B02_ArtsExp, (Enemy/Single Target/Antiair/DEX) Stun chance 50%.,  UI,  0
THS_WHSSW_B02_OverAttackFirst, Shadow,  UI,  0
THS_WHSSW_B02_OverAttackLast, Reversal,  UI,  0
THS_WHSSW_B02_EX1_ArtsName, Tigris Sever,  UI,  0
THS_WHSSW_B02_EX1_ArtsExp, (Enemy/Single Target/Antiair/DEX) [Custom Tech] Stun chance 50%.,  UI,  0
THS_WHSSW_B02_EX1_OverAttackFirst, Tigris,  UI,  0
THS_WHSSW_B02_EX1_OverAttackLast, Sever,  UI,  0
THS_WHSSW_B03_ArtsName, No Rhythm,  UI,  0
THS_WHSSW_B03_ArtsExp, (Enemy/Single Target/Guaranteed Hit/MOB),  UI,  0
THS_WHSSW_B03_OverAttackFirst, No,  UI,  0
THS_WHSSW_B03_OverAttackLast, Rhythm,  UI,  0
THS_WHSSW_B03_EX1_ArtsName, Running Slash,  UI,  0
THS_WHSSW_B03_EX1_ArtsExp, (Enemy/Single Target/MOB) [Custom Tech] ,  UI,  0
THS_WHSSW_B03_EX1_OverAttackFirst, Running,  UI,  0
THS_WHSSW_B03_EX1_OverAttackLast, Slash,  UI,  0
THS_WHSSW_B04_ArtsName, Scattered Petals,  UI,  0
THS_WHSSW_B04_ArtsExp, (Enemy/Single Target/STR),  UI,  0
THS_WHSSW_B04_OverAttackFirst, Scattered,  UI,  0
THS_WHSSW_B04_OverAttackLast, Petals,  UI,  0
THS_WHSSW_B04_EX1_ArtsName, Disturbed Petals,  UI,  0
THS_WHSSW_B04_EX1_ArtsExp, (Enemy/Single Target/STR) [Custom Tech] Confusion chance 50%.,  UI,  0
THS_WHSSW_B04_EX1_OverAttackFirst, Disturbed,  UI,  0
THS_WHSSW_B04_EX1_OverAttackLast, Petals,  UI,  0
THS_WHPSW_A01_ArtsName, Aim,  UI,  0
THS_WHPSW_A01_ArtsExp, (Enemy/Single Target/DEX),  UI,  0
THS_WHPSW_A01_OverAttackFirst, A,  UI,  0
THS_WHPSW_A01_OverAttackLast, Im,  UI,  0
THS_WHPSW_A01_EX1_ArtsName, Divine Lancer,  UI,  0
THS_WHPSW_A01_EX1_ArtsExp, (Enemy/Single Target/DEX) [Custom Tech] Target defense -10%.,  UI,  0
THS_WHPSW_A01_EX1_OverAttackFirst, Divine,  UI,  0
THS_WHPSW_A01_EX1_OverAttackLast, Lancer,  UI,  0
THS_WHPSW_B01_ArtsName, Discord,  UI,  0
THS_WHPSW_B01_ArtsExp, (Enemy/Single Target/DEX),  UI,  0
THS_WHPSW_B01_OverAttackFirst, Dis,  UI,  0
THS_WHPSW_B01_OverAttackLast, Cord,  UI,  0
THS_WHPSW_B01_EX1_ArtsName, Surging Oscillation,  UI,  0
THS_WHPSW_B01_EX1_ArtsExp, (Enemy/Single Target/DEX) [Custom Tech] ,  UI,  0
THS_WHPSW_B01_EX1_OverAttackFirst, Surging,  UI,  0
THS_WHPSW_B01_EX1_OverAttackLast, Oscillation,  UI,  0
THS_WHPSW_B02_ArtsName, Stardust,  UI,  0
THS_WHPSW_B02_ArtsExp, (Enemy/Single Target/Antiair/DEX) Paralysis chance 25%.,  UI,  0
THS_WHPSW_B02_OverAttackFirst, Star,  UI,  0
THS_WHPSW_B02_OverAttackLast, Dust,  UI,  0
THS_WHPSW_B02_EX1_ArtsName, Spring Stardust,  UI,  0
THS_WHPSW_B02_EX1_ArtsExp, (Enemy/Single Target/Antiair/DEX) [Custom Tech] Paralysis chance 25%.,  UI,  0
THS_WHPSW_B02_EX1_OverAttackFirst, Spring,  UI,  0
THS_WHPSW_B02_EX1_OverAttackLast, Stardust,  UI,  0
THS_WHPSW_B03_ArtsName, Round Slicer,  UI,  0
THS_WHPSW_B03_ArtsExp, (Enemy/Single Target/DEX),  UI,  0
THS_WHPSW_B03_OverAttackFirst, Round,  UI,  0
THS_WHPSW_B03_OverAttackLast, Slicer,  UI,  0
THS_WHPSW_B03_EX1_ArtsName, Reaper,  UI,  0
THS_WHPSW_B03_EX1_ArtsExp, (Enemy/Single Target/DEX) [Custom Tech] Stun chance 50%.,  UI,  0
THS_WHPSW_B03_EX1_OverAttackFirst, Rea,  UI,  0
THS_WHPSW_B03_EX1_OverAttackLast, Per,  UI,  0
THS_WHPSW_B04_ArtsName, Triumvirate,  UI,  0
THS_WHPSW_B04_ArtsExp, (Enemy/Single Target/DEX) Stun chance 50%.,  UI,  0
THS_WHPSW_B04_OverAttackFirst, Trium,  UI,  0
THS_WHPSW_B04_OverAttackLast, Virate,  UI,  0
THS_WHPSW_B04_EX1_ArtsName, Tri-Spell Barrier,  UI,  0
THS_WHPSW_B04_EX1_ArtsExp, (Enemy/Single Target/DEX) [Custom Tech] Target spell power -10%. Distract chance 50%. Own spell power +10%.,  UI,  0
THS_WHPSW_B04_EX1_OverAttackFirst, Tri-Spell,  UI,  0
THS_WHPSW_B04_EX1_OverAttackLast, Barrier,  UI,  0
OHG_GL000_A01_ArtsName, Sharp Shot,  UI,  0
OHG_GL000_A01_ArtsExp, (Enemy/Single Target/Antiair/DEX),  UI,  0
OHG_GL000_A01_OverAttackFirst, Sharp,  UI,  0
OHG_GL000_A01_OverAttackLast, Shot,  UI,  0
OHG_GL000_A01_EX1_ArtsName, Delayed Salvo,  UI,  0
OHG_GL000_A01_EX1_ArtsExp, (Enemy/Single Target/Antiair/DEX) [Custom Tech] ,  UI,  0
OHG_GL000_A01_EX1_OverAttackFirst, Delayed,  UI,  0
OHG_GL000_A01_EX1_OverAttackLast, Salvo,  UI,  0
OHG_GL000_A01_EX2_ArtsName, Focusing Fire,  UI,  0
OHG_GL000_A01_EX2_ArtsExp, (Enemy/Single Target/Antiair/DEX) Own spell power +10%.,  UI,  0
OHG_GL000_A01_EX2_OverAttackFirst, Focusing,  UI,  0
