label, text, speaker, autoLineBreak
SOZAI_FUR_ItemName, Beast Pelt,  UI,  0
SOZAI_FUR_ItemExp, Fur taken from a beast.,  UI,  0
SOZAI_MAGICAL_BEAST_FUR_ItemName, Magical Beast's Pelt,  UI,  0
SOZAI_MAGICAL_BEAST_FUR_ItemExp, Fur taken from a magical beast.,  UI,  0
SOZAI_BIG_BEAST_FUR_ItemName, Great Beast's Pelt,  UI,  0
SOZAI_BIG_BEAST_FUR_ItemExp, Fur taken from a great beast.,  UI,  0
SOZAI_INSECT_SHELL_ItemName, Insect Carapace,  UI,  0
SOZAI_INSECT_SHELL_ItemExp, An insect's shell.,  UI,  0
SOZAI_BEAST_BONE_ItemName, Beast Bone,  UI,  0
SOZAI_BEAST_BONE_ItemExp, One piece of a beast's skeleton.,  UI,  0
SOZAI_MAGICAL_BEAST_BONE_ItemName, Magical Beast's Bone,  UI,  0
SOZAI_MAGICAL_BEAST_BONE_ItemExp, One piece of a magical beast's skeleton.,  UI,  0
SOZAI_BIG_BEAST_BONE_ItemName, Great Beast's Bone,  UI,  0
SOZAI_BIG_BEAST_BONE_ItemExp, One piece of a great beast's skeleton.,  UI,  0
SOZAI_BEAST_FANG_ItemName, Beast Fang,  UI,  0
SOZAI_BEAST_FANG_ItemExp, A beast's fang.,  UI,  0
SOZAI_MAGICAL_BEAST_FANG_ItemName, Magical Beast's Fang,  UI,  0
SOZAI_MAGICAL_BEAST_FANG_ItemExp, A magical beast's fang.,  UI,  0
SOZAI_BIG_BEAST_FANG_ItemName, Great Beast's Fang,  UI,  0
SOZAI_BIG_BEAST_FANG_ItemExp, A great beast's fang.,  UI,  0
SOZAI_BEAST_CLAW_ItemName, Beast Claw,  UI,  0
SOZAI_BEAST_CLAW_ItemExp, A beast's claw.,  UI,  0
SOZAI_MAGICAL_BEAST_CLAW_ItemName, Magical Beast's Claw,  UI,  0
SOZAI_MAGICAL_BEAST_CLAW_ItemExp, A magical beast's claw.,  UI,  0
SOZAI_BIG_BEAST_CLAW_ItemName, Great Beast's Claw,  UI,  0
SOZAI_BIG_BEAST_CLAW_ItemExp, A great beast's claw.,  UI,  0
SOZAI_FIBER_ItemName, Fiber,  UI,  0
SOZAI_FIBER_ItemExp, Fibrous matter taken from a plant.,  UI,  0
SOZAI_SCRUB_ItemName, Shrub,  UI,  0
SOZAI_SCRUB_ItemExp, Miscellaneous shrubbery.,  UI,  0
SOZAI_HINOKI_ItemName, Cypress,  UI,  0
SOZAI_HINOKI_ItemExp, Lumber that's resistant to rot.,  UI,  0
SOZAI_OAK_ItemName, Oak,  UI,  0
SOZAI_OAK_ItemExp, Lumber that boasts great durability.,  UI,  0
SOZAI_COCONUT_ItemName, Coconut,  UI,  0
SOZAI_COCONUT_ItemExp, An unripe fruit.,  UI,  0
SOZAI_GELATIN_ItemName, Gelatin,  UI,  0
SOZAI_GELATIN_ItemExp, A wobbly, viscous substance with elasticity.,  UI,  0
SOZAI_LIGULATE_FLOWER_ItemName, Ray Floret,  UI,  0
SOZAI_LIGULATE_FLOWER_ItemExp, A ligulate flower.,  UI,  0
SOZAI_DISK_FLOWER_ItemName, Disc Floret,  UI,  0
SOZAI_DISK_FLOWER_ItemExp, A slender, tubular flower.,  UI,  0
SOZAI_SNAKESKIN_ItemName, Snakeskin,  UI,  0
SOZAI_SNAKESKIN_ItemExp, Leather made from the tanned skin of a serpent.,  UI,  0
SOZAI_FEATHER_ItemName, Feather,  UI,  0
SOZAI_FEATHER_ItemExp, A beautiful feather.,  UI,  0
SOZAI_ALURA_ItemName, Alula,  UI,  0
SOZAI_ALURA_ItemExp, The stiff feathers of a wing.,  UI,  0
SOZAI_SCREAM_ROOT_ItemName, Screamroot,  UI,  0
SOZAI_SCREAM_ROOT_ItemExp, The root of a screaming plant.,  UI,  0
SOZAI_DEMON_BLOOD_ItemName, Demon Blood,  UI,  0
SOZAI_DEMON_BLOOD_ItemExp, Blood from the body of a demon.,  UI,  0
SOZAI_ORB_ItemName, Jewel,  UI,  0
SOZAI_ORB_ItemExp, A gem thought to ward off misfortune.,  UI,  0
SOZAI_SQUID_FIN_ItemName, Squid Fin,  UI,  0
SOZAI_SQUID_FIN_ItemExp, A triangular fin.,  UI,  0
SOZAI_DRAGON_SCALE_ItemName, Dragon Scale,  UI,  0
SOZAI_DRAGON_SCALE_ItemExp, A dragon's scale.,  UI,  0
SOZAI_001_ItemName, Pollen,  UI,  0
SOZAI_001_ItemExp, A powdery substance emitted by flowers.,  UI,  0
SOZAI_002_ItemName, Lela's Pollen,  UI,  0
SOZAI_002_ItemExp, A powdery substance emitted by Lela's flower.,  UI,  0
SOZAI_003_ItemName, Chup's Pollen,  UI,  0
SOZAI_003_ItemExp, A powdery substance emitted by Chup's flower.,  UI,  0
SOZAI_004_ItemName, Nana's Pollen,  UI,  0
SOZAI_004_ItemExp, A powdery substance emitted by Nana's flower.,  UI,  0
SOZAI_005_ItemName, Mother's Pollen,  UI,  0
SOZAI_005_ItemExp, A powdery substance emitted by a mother's flower.,  UI,  0
