label,AI,AIParam,Enemy,Info1(Arts CoolDown SelectInit SelectUp UseCount),Info2,Info3,Info4,Info5,Info6,Info7,Info8
E_M0110_TEST_HPMax,HPMax,0,E_M0110_TEST,['EN_M011_B03a','4','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0210_TEST,Normal,0,E_M0210_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0230_TEST,Normal,0,E_M0230_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0300_TEST,Normal,0,E_M0300_TEST,['EN_M030_A01a','0','2','2','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0300_TEST_Dead1,Dead,1,E_M0300_TEST,['EN_M030_A02a','0','4','8','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0310_TEST,Normal,0,E_M0310_TEST,['MAG_MG_C_01_Do01','3','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0400_TEST,Normal,0,E_M0400_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0410_TEST,Normal,0,E_M0410_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0420_TEST,Normal,0,E_M0420_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0700_TEST,Normal,0,E_M0700_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0710_TEST,Normal,0,E_M0710_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0800_TEST,Normal,0,E_M0800_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0810_TEST,Normal,0,E_M0810_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0900_TEST,Normal,0,E_M0900_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M1020_TEST,Normal,0,E_M1020_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M1000_TEST,Normal,0,E_M1000_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M1010_TEST,Normal,0,E_M1010_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M2000_TEST,Normal,0,E_M2000_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M2100_TEST,Normal,0,E_M2100_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_INT_BLOCK_TEST_A,Normal,0,E_INT_BLOCK_TEST_A,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_INT_BLOCK_TEST_B,Normal,0,E_INT_BLOCK_TEST_B,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_CCM200_CV05_A_TEST,Normal,0,E_CCM200_CV05_A_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_CCM200_CV05_B_TEST,Normal,0,E_CCM200_CV05_B_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_CCM200_CV05_C_TEST,Normal,0,E_CCM200_CV05_C_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0010_A_HIGH_LOAD_TEST,Normal,0,E_M0010_A_HIGH_LOAD_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0300_A_HIGH_LOAD_TEST,Normal,0,E_M0300_A_HIGH_LOAD_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0310_A_HIGH_LOAD_TEST,Normal,0,E_M0310_A_HIGH_LOAD_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0800_A_HIGH_LOAD_TEST,Normal,0,E_M0800_A_HIGH_LOAD_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0810_A_HIGH_LOAD_TEST,Normal,0,E_M0810_A_HIGH_LOAD_TEST,['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0310_DUMMY,Normal,0,E_M0310_DUMMY,['EN_M031_A01a','0','4','6','None'],['EN_M031_A03a','0','0','4','None'],['EN_M031_A04a','0','3','3','None'],['EN_M031_B01a','0','0','3','None'],['EN_M031_A02a','0','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_ENEMY_DUMMY,Normal,0,E_ENEMY_DUMMY,['EN_M031_A01a','0','1','1','None'],['EN_M031_A02a','9','1','1','1'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_ENEMY_DUMMY_1,HPMax,0,E_ENEMY_DUMMY,['EN_M031_A01a','0','3','3','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0000_A,Normal,0,E_M0000_A,['EN_M000_A02a','0','4','6','None'],['EN_M000_A01a','1','0','4','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','1','2','6','None'],['EN_M000_A05a','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0001_A,Normal,0,E_M0001_A,['EN_M000_A02a','0','4','6','None'],['EN_M000_A01a','1','0','4','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','0','0','0','None'],['EN_M000_A05a','1','2','6','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0001_B,Normal,0,E_M0001_B,['EN_M000_A02a','0','4','5','None'],['EN_M000_A01a','0','0','0','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','0','0','0','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_C_01_Do01','1','4','3','None'],['MAG_MG_C_03_Do03','3','2','2','2'],['None','0','0','0','None']
E_M0001_B_HP50,HP,50,E_M0001_B,['EN_M000_A02a','0','4','5','None'],['EN_M000_A01a','0','0','0','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','0','0','0','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_C_01_Do01','1','4','3','None'],['MAG_MG_C_03_Do03','0','0','0','0'],['None','0','0','0','None']
E_M0001_B_HP25,HP,25,E_M0001_B,['EN_M000_A02a','0','4','5','None'],['EN_M000_A01a','0','0','0','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','0','0','0','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_C_01_Do01','1','0','2','None'],['MAG_MG_C_03_Do03','0','0','0','0'],['None','0','0','0','None']
E_M0002_A,Normal,0,E_M0002_A,['EN_M000_A02a','0','1','1','None'],['EN_M000_A01a','1','1','1','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','1','0','1','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_A_01_Mo01','1','2','1','None'],['MAG_MG_A_03_Mo03','3','2','1','None'],['None','0','0','0','None']
E_M0002_A_HP75,HP,75,E_M0002_A,['EN_M000_A02a','0','1','1','None'],['EN_M000_A01a','1','1','1','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','1','0','1','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_A_01_Mo01','1','2','1','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0002_A_HP50,HP,50,E_M0002_A,['EN_M000_A02a','0','1','1','None'],['EN_M000_A01a','1','1','1','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','1','0','1','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_A_01_Mo01','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0002_A_Active1,Active,1,E_M0002_A,['EN_M000_A02a','0','1','1','None'],['EN_M000_A01a','1','1','1','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','1','0','1','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_A_01_Mo01','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0003_A,Normal,0,E_M0003_A,['EN_M000_A02a','0','0','0','None'],['EN_M000_A01a','0','3','6','None'],['EN_M000_A03a','1','2','6','None'],['EN_M000_A04a','0','0','0','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_A_03_Mo03','2','4','4','2'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0003_A_HP30,HP,75,E_M0003_A,['EN_M000_A02a','0','1','1','None'],['EN_M000_A01a','0','3','3','None'],['EN_M000_A03a','1','2','3','None'],['EN_M000_A04a','0','0','0','None'],['EN_M000_A05a','0','0','0','None'],['MAG_MG_A_03_Mo03','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0003_A_Active1,Active,1,E_M0003_A,['EN_M000_A02a','0','3','6','None'],['EN_M000_A01a','0','3','6','None'],['EN_M000_A03a','0','0','0','None'],['EN_M000_A04a','0','0','0','None'],['EN_M000_A05a','1','6','3','None'],['MAG_MG_A_03_Mo03','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0010_A,Normal,0,E_M0010_A,['EN_M001_A01a','2','3','6','None'],['EN_M001_A02a','0','4','6','None'],['EN_M001_A03a','2','-4','6','None'],['EN_M001_A04a','0','0','0','None'],['EN_M001_B01a','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0010_A_HP50,HP,50,E_M0010_A,['EN_M001_A01a','0','1','4','1'],['EN_M001_A02a','0','4','6','None'],['EN_M001_A03a','2','4','6','None'],['EN_M001_A04a','0','0','0','None'],['EN_M001_B01a','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0011_A,Normal,0,E_M0011_A,['EN_M001_A01a','0','0','0','None'],['EN_M001_A02a','0','4','6','None'],['EN_M001_A03a','2','4','6','None'],['EN_M001_A04a','0','0','0','None'],['EN_M001_B01a','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0011_A_HP50,HP,50,E_M0011_A,['EN_M001_A01a','0','0','0','None'],['EN_M001_A02a','0','4','6','None'],['EN_M001_A03a','0','0','0','None'],['EN_M001_A04a','2','4','6','None'],['EN_M001_B01a','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0012_A,Normal,0,E_M0012_A,['EN_M001_A01a','2','4','6','None'],['EN_M001_A02a','0','4','6','None'],['EN_M001_A03a','0','0','0','None'],['EN_M001_A04a','2','4','6','None'],['EN_M001_B01a','1','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0012_A_HP50,HP,50,E_M0012_A,['EN_M001_A01a','0','0','0','None'],['EN_M001_A02a','0','4','6','None'],['EN_M001_A03a','2','4','6','None'],['EN_M001_A04a','0','0','0','None'],['EN_M001_B01a','1','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0020_A,Normal,0,E_M0020_A,['EN_M002_A01a','0','4','5','None'],['EN_M002_A02a','0','3','4','None'],['EN_M002_A05a','0','0','0','None'],['EN_M002_A04a','1','3','4','None'],['EN_M002_A03a','1','5','4','None'],['EN_M002_A03a_A','0','0','0','None'],['EN_M002_A03a_B','0','0','0','None'],['None','0','0','0','None']
E_M0021_A,Normal,0,E_M0021_A,['EN_M002_A01a','0','2','3','None'],['EN_M002_A02a','0','2','3','None'],['EN_M002_A05a','0','2','2','None'],['EN_M002_A04a','0','0','0','None'],['EN_M002_A03a','0','0','0','None'],['EN_M002_A03a_A','0','6','6','None'],['EN_M002_A03a_B','0','0','0','None'],['None','0','0','0','None']
E_M0022_A,Normal,0,E_M0022_A,['EN_M002_A01a','0','1','1','None'],['EN_M002_A02a','0','2','3','None'],['EN_M002_A05a','0','4','4','None'],['EN_M002_A04a','1','3','4','None'],['EN_M002_A03a','0','0','0','None'],['EN_M002_A03a_A','0','6','6','None'],['EN_M002_A03a_B','1','5','4','None'],['None','0','0','0','None']
E_M0100_A,Normal,0,E_M0100_A,['EN_M010_A01a','0','1','1','None'],['EN_M010_A02a','0','1','1','None'],['EN_M010_B02a','0','0','1','None'],['EN_M010_A04a','0','1','1','None'],['EN_M010_B01a','1','3','3','None'],['EN_M010_A03a','1','1','1','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0101_A,Normal,0,E_M0101_A,['EN_M010_A01a','0','1','1','None'],['EN_M010_A02a','0','2','1','None'],['EN_M010_B02a','0','0','1','None'],['EN_M010_A04a','0','1','1','None'],['EN_M010_B01a','1','3','3','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0102_A,Normal,0,E_M0102_A,['EN_M010_A01a','0','1','1','None'],['EN_M010_A02a','0','1','1','None'],['EN_M010_B02a','0','0','1','None'],['EN_M010_A04a','0','1','1','None'],['EN_M010_B01a','1','2','2','None'],['EN_M010_A03a','1','1','1','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0110_A,Normal,0,E_M0110_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['EN_M011_B01a','1','1','1','None'],['EN_M011_B03a','3','1000','10','3'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0111_A,Normal,0,E_M0111_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['EN_M011_B01a_C','1','1','1','None'],['EN_M011_B03a_A','0','1000','10','1'],['EN_M011_B03a','3','-20','10','3'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0112_A,Normal,0,E_M0112_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['EN_M011_B01a_D','1','1','1','None'],['EN_M011_B04a_A','0','1000','10','1'],['EN_M011_B04a','3','-20','10','3'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0113_A,Normal,0,E_M0113_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['EN_M011_B01a_E','1','1','1','None'],['EN_M011_B03a_A','0','1000','10','1'],['EN_M011_B03a','3','-20','10','3'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0114_A,Normal,0,E_M0114_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['None','0','0','0','None','EN_M011_B05a_A','12','1000','10','None'],['EN_M011_B05a','3','-20','10','3'],['EN_M011_B01a_E','0','1','1','1'],['EN_M011_B01a_D','0','-2','1','1'],['None','0','0','0','None'],['None']
E_M0114_A_HP,HP,30,E_M0114_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['None','0','0','0','None'],['None','0','0','0','None','EN_M011_B05a','3','1','1','None'],['EN_M011_B01a','0','-2','1','1'],['EN_M011_B01a_F','5','1000','1','None'],['None','0','0','0','None'],['None']
E_M0115_A,Normal,0,E_M0115_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['None','0','0','0','None','EN_M011_B05a_A','12','1000','10','None'],['EN_M011_B05a','3','-20','10','3'],['EN_M011_B01a_E','0','1','1','1'],['EN_M011_B01a_D','0','-2','1','1'],['None','0','0','0','None'],['None']
E_M0115_A_HP,HP,50,E_M0115_A,['EN_M011_A01a','1','1','1','None'],['EN_M011_B02a','1','1','1','None'],['None','0','0','0','None'],['None','0','0','0','None','EN_M011_B05a','3','1','1','None'],['EN_M011_B01a','0','-2','1','1'],['EN_M011_B01a_F','5','1000','1','None'],['None','0','0','0','None'],['None']
E_M0120_A,Normal,0,E_M0120_A,['EN_M012_A01a','0','0','0','None'],['EN_M012_A02a','0','4','4','1'],['EN_M012_B01a','0','0','0','None'],['EN_M012_A03a','1','4','4','None'],['EN_M012_A04a','0','0','0','None'],['MAG_MG_D_01_Ki01','0','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0121_A,Normal,0,E_M0121_A,['EN_M012_A01a','0','0','0','None'],['EN_M012_A02a','0','4','4','1'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','1','4','4','None'],['EN_M012_A04a','0','0','0','None'],['MAG_MG_C_01_Do01','0','4','4','None'],['MAG_MG_C_03_Do03','2','10','30','None'],['None','0','0','0','None']
E_M0121_A_HP75,HP,75,E_M0121_A,['EN_M012_A01a','0','0','0','None'],['EN_M012_A02a','0','4','4','1'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','1','4','4','None'],['EN_M012_A04a','0','0','0','None'],['MAG_MG_C_01_Do01','0','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0121_A_HP35,HP,35,E_M0121_A,['EN_M012_A01a','0','0','0','None'],['EN_M012_A02a','0','4','4','1'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','1','4','4','None'],['EN_M012_A04a','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0122_A,Normal,0,E_M0122_A,['EN_M012_A01a','0','4','4','1'],['EN_M012_A02a','0','0','0','None'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','0','0','0','None'],['EN_M012_A04a','1','4','4','None'],['MAG_MG_A_01_Mo01','0','4','4','None'],['MAG_MG_A_03_Mo03','2','10','30','None'],['None','0','0','0','None']
E_M0122_A_HP75,HP,75,E_M0122_A,['EN_M012_A01a','0','4','4','1'],['EN_M012_A02a','0','0','0','None'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','0','0','0','None'],['EN_M012_A04a','1','4','4','None'],['MAG_MG_A_01_Mo01','0','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0122_A_HP35,HP,35,E_M0122_A,['EN_M012_A01a','0','4','4','1'],['EN_M012_A02a','0','0','0','None'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','0','0','0','None'],['EN_M012_A04a','1','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0123_A,Normal,0,E_M0123_A,['None','0','0','0','None','EN_M012_A02a','0','0','0','None'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','0','0','0','None'],['EN_M012_A04a','1','4','4','None'],['MAG_MG_A_01_Mo01','0','4','4','None'],['MAG_MG_A_03_Mo03','2','10','30','None'],['None','0','0','0','None'],['None']
E_M0123_A_HP75,HP,75,E_M0123_A,['EN_M012_A01a','0','4','4','1'],['EN_M012_A02a','0','0','0','None'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','0','0','0','None'],['EN_M012_A04a','1','4','4','None'],['MAG_MG_A_01_Mo01','0','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0123_A_HP35,HP,35,E_M0123_A,['EN_M012_A01a','0','4','4','1'],['EN_M012_A02a','0','0','0','None'],['EN_M012_B01a','1','-2','2','None'],['EN_M012_A03a','0','0','0','None'],['EN_M012_A04a','1','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0210_A,Normal,0,E_M0210_A,['EN_M021_A01a','1','1','1','None'],['EN_M021_A02a','1','1','1','None'],['EN_M021_A03a','0','1','1','None'],['EN_M021_A04a','0','1','1','None'],['EN_M021_A05a','0','1','1','None'],['None','0','0','0','None','EN_M021_B02a','2','0','1','None'],['None','0','0','0','None'],['None']
E_M0211_A,Normal,0,E_M0211_A,['EN_M021_A01a','1','1','1','None'],['EN_M021_A02a','1','1','1','None'],['EN_M021_A03a','0','1','1','None'],['None','0','0','0','None','EN_M021_A05a','0','1','1','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None']
E_M0212_A,Normal,0,E_M0212_A,['EN_M021_A01a','1','1','1','None'],['EN_M021_A02a','1','1','1','None'],['EN_M021_A03a','0','1','1','None'],['EN_M021_A04a','0','1','1','None'],['EN_M021_A05a','0','1','1','None'],['EN_M021_B01a','1','1','1','None'],['EN_M021_B02a','2','4','1','None'],['None','0','0','0','None']
E_M0220_A,Normal,0,E_M0220_A,['EN_M022_B01a','0','3','3','None'],['EN_M022_A02a','0','0','0','None'],['EN_M022_A01a','1','3','3','None'],['EN_M022_A03a','0','6','3','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0221_A,Normal,0,E_M0221_A,['EN_M022_B01a','0','3','3','None'],['EN_M022_A02a','0','4','4','None'],['EN_M022_A01a','0','0','0','None'],['EN_M022_A03a','0','6','3','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0222_A,Normal,0,E_M0222_A,['EN_M022_B01a','0','3','3','None'],['EN_M022_A02a','0','0','4','None'],['EN_M022_A01a','1','3','3','None'],['EN_M022_A03a','0','3','3','None'],['EN_M022_B02a','2','4','4','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
E_M0230_A,Normal,0,E_M0230_A,['EN_M023_A01a','0','4','4','None'],['EN_M023_A04a','1','0','3','None'],['EN_M023_B01a','0','-4','2','1'],['EN_M023_A03a','0','0','0','None'],['EN_M023_A02a','2','2','2','None'],['None','0','0','0','None'],['None','0','0','0','None'],['None','0','0','0','None']
