label, NpcLabel, ExhibitItemLabel, ExhibitRank, ExhibitItemNum, BargainItemLabel1, BargainItemNum1, BargainItemLabel2, BargainItemNum2, BargainItemLabel3, BargainItemNum3, RecommendItemLabel, RecommendItemNum, ReleaseFlagLabel, OnlyOnce, Save, SortIndex
EXHIBIT_031, TRADE_NPC_W19, SOZAI_MAGICAL_BEAST_FUR, 4, 1, SOZAI_MAGICAL_BEAST_CLAW, 1, SOZAI_MAGICAL_BEAST_BONE, 1, SOZAI_MAGICAL_BEAST_FANG, 1, SOZAI_MAGICAL_BEAST_CLAW, 2, _NOT_SPECIFIED_, False, False, 1064
EXHIBIT_032, TRADE_NPC_W19, SOZAI_MAGICAL_BEAST_FUR, 4, 1, SOZAI_IRON_ORE, 2, SOZAI_SPIRIT_STONE, 20, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1066
EXHIBIT_033, TRADE_NPC_W19, SOZAI_BIG_BEAST_FUR, 7, 1, SOZAI_BIG_BEAST_CLAW, 1, WLAXE_OLD_01, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1069
EXHIBIT_034, TRADE_NPC_W19, SOZAI_INSECT_SHELL, 2, 1, SOZAI_FEATHER, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_DO, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1047
EXHIBIT_035, TRADE_NPC_W08, SOZAI_BEAST_BONE, 2, 1, SOZAI_BEAST_CLAW, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_MOKU, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1048
EXHIBIT_036, TRADE_NPC_W08, SOZAI_MAGICAL_BEAST_BONE, 4, 1, SOZAI_MAGICAL_BEAST_FUR, 1, SOZAI_MAGICAL_BEAST_FANG, 1, SOZAI_MAGICAL_BEAST_CLAW, 1, SOZAI_MAGICAL_BEAST_FUR, 2, _NOT_SPECIFIED_, False, False, 1070
EXHIBIT_037, TRADE_NPC_W08, SOZAI_MAGICAL_BEAST_BONE, 4, 1, SOZAI_IRON_ORE, 2, SOZAI_SPIRIT_STONE, 20, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1072
EXHIBIT_038, TRADE_NPC_W08, SOZAI_BIG_BEAST_BONE, 7, 1, SOZAI_BIG_BEAST_FUR, 1, WLAXE_OLD_01, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1075
EXHIBIT_039, TRADE_NPC_W13, SOZAI_BEAST_FANG, 2, 1, SOZAI_BEAST_BONE, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_KA, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1049
EXHIBIT_040, TRADE_NPC_W13, SOZAI_MAGICAL_BEAST_FANG, 4, 1, SOZAI_MAGICAL_BEAST_BONE, 1, SOZAI_MAGICAL_BEAST_CLAW, 1, SOZAI_MAGICAL_BEAST_FUR, 1, SOZAI_MAGICAL_BEAST_BONE, 2, _NOT_SPECIFIED_, False, False, 1076
EXHIBIT_041, TRADE_NPC_W13, SOZAI_MAGICAL_BEAST_FANG, 4, 1, SOZAI_IRON_ORE, 2, SOZAI_SPIRIT_STONE, 20, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1078
EXHIBIT_042, TRADE_NPC_W13, SOZAI_BIG_BEAST_FANG, 7, 1, SOZAI_BIG_BEAST_BONE, 1, WLAXE_OLD_01, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1081
EXHIBIT_043, TRADE_NPC_W15, SOZAI_BEAST_CLAW, 2, 1, SOZAI_BEAST_FANG, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_KIN, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1050
EXHIBIT_044, TRADE_NPC_W15, SOZAI_MAGICAL_BEAST_CLAW, 4, 1, SOZAI_MAGICAL_BEAST_FANG, 1, SOZAI_MAGICAL_BEAST_BONE, 1, SOZAI_MAGICAL_BEAST_FUR, 1, SOZAI_MAGICAL_BEAST_FANG, 2, _NOT_SPECIFIED_, False, False, 1082
EXHIBIT_045, TRADE_NPC_W15, SOZAI_MAGICAL_BEAST_CLAW, 4, 1, SOZAI_IRON_ORE, 2, SOZAI_SPIRIT_STONE, 20, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1084
EXHIBIT_046, TRADE_NPC_W15, SOZAI_BIG_BEAST_CLAW, 7, 1, SOZAI_BIG_BEAST_FANG, 1, WHGSW_OLD_01, 4, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1087
EXHIBIT_047, TRADE_NPC_W11, SOZAI_FIBER, 2, 1, SOZAI_FUR, 2, SOZAI_SPIRIT_STONE, 4, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1098
EXHIBIT_048, TRADE_NPC_W11, SOZAI_SCRUB, 2, 1, SOZAI_FIBER, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_SUI, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1099
EXHIBIT_049, TRADE_NPC_W11, SOZAI_HINOKI, 4, 1, SOZAI_COCONUT, 2, SOZAI_FE_MOKU, 8, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1106
EXHIBIT_050, TRADE_NPC_W11, SOZAI_OAK, 6, 1, SOZAI_DISK_FLOWER, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1108
EXHIBIT_051, TRADE_NPC_W11, SOZAI_COCONUT, 4, 1, SOZAI_HINOKI, 2, SOZAI_FE_KIN, 8, SOZAI_FE_DO, 8, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1109
EXHIBIT_052, TRADE_NPC_W06, SOZAI_GELATIN, 3, 1, SOZAI_LIGULATE_FLOWER, 2, SOZAI_FE_SUI, 8, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1111
EXHIBIT_053, TRADE_NPC_W11, SOZAI_LIGULATE_FLOWER, 3, 1, SOZAI_GELATIN, 2, SOZAI_FE_KA, 12, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1112
EXHIBIT_054, TRADE_NPC_W11, SOZAI_DISK_FLOWER, 6, 1, SOZAI_OAK, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1113
EXHIBIT_055, TRADE_NPC_W19, SOZAI_SNAKESKIN, 2, 1, SOZAI_INSECT_SHELL, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_DO, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1114
EXHIBIT_056, TRADE_NPC_W04, SOZAI_FEATHER, 2, 1, SOZAI_SCREAM_ROOT, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_KIN, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1115
EXHIBIT_057, TRADE_NPC_W04, SOZAI_ALURA, 2, 1, SOZAI_SNAKESKIN, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_MOKU, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1116
EXHIBIT_058, TRADE_NPC_W08, SOZAI_SCREAM_ROOT, 2, 1, SOZAI_ALURA, 2, SOZAI_SPIRIT_STONE, 4, SOZAI_FE_KA, 2, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1117
EXHIBIT_059, TRADE_NPC_W15, SOZAI_DEMON_BLOOD, 4, 1, SOZAI_ORB, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1130
EXHIBIT_060, TRADE_NPC_W13, SOZAI_ORB, 4, 1, GLONE_OLD_02, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1131
EXHIBIT_061, TRADE_NPC_W04, SOZAI_SQUID_FIN, 6, 1, SOZAI_DRAGON_SCALE, 1, SOZAI_NATIVE_SILVER, 6, SOZAI_DEMON_BLOOD, 3, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1132
EXHIBIT_062, TRADE_NPC_W04, SOZAI_DRAGON_SCALE, 6, 1, SOZAI_SQUID_FIN, 1, SOZAI_OBSIDIAN, 4, SOZAI_COCONUT, 8, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1134
EXHIBIT_063, TRADE_NPC_W10, WLLSW_OLD_01, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1138
EXHIBIT_064, TRADE_NPC_W10, WLLSW_OLD_02, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1139
EXHIBIT_065, TRADE_NPC_W12, WLLSW01_A, 3, 1, SOZAI_SPIRIT_STONE, 3, SOZAI_SPIRIT_STONE, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1140
EXHIBIT_066, TRADE_NPC_W12, WLLSW01_B, 4, 1, SOZAI_SPIRIT_STONE, 8, SOZAI_SPIRIT_STONE, 10, SOZAI_IRON_ORE, 1, SOZAI_IRON_ORE, 2, _NOT_SPECIFIED_, False, False, 1141
EXHIBIT_067, TRADE_NPC_W10, WLLSW01_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1142
EXHIBIT_068, TRADE_NPC_W10, WLLSW01_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1143
EXHIBIT_069, TRADE_NPC_W10, WLLSW01_PURSUIT_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1144
EXHIBIT_070, TRADE_NPC_W10, WLLSW01_PURSUIT_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1145
EXHIBIT_071, TRADE_NPC_W10, WLLSW02_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1146
EXHIBIT_072, TRADE_NPC_W10, WLLSW02_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1147
EXHIBIT_073, TRADE_NPC_W10, WLLSW02_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1148
EXHIBIT_074, TRADE_NPC_W10, WLLSW02_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1149
EXHIBIT_075, TRADE_NPC_W12, WLLSW03_A, 5, 1, SOZAI_IRON_ORE, 3, SOZAI_SPIRIT_STONE, 30, _NOT_SPECIFIED_, 0, SOZAI_IRON_ORE, 4, _NOT_SPECIFIED_, False, False, 1150
EXHIBIT_076, TRADE_NPC_W12, WLLSW03_B, 6, 1, SOZAI_MAGIC_STONE, 1, SOZAI_IRON_ORE, 10, _NOT_SPECIFIED_, 0, SOZAI_MAGIC_STONE, 2, _NOT_SPECIFIED_, False, False, 1151
EXHIBIT_077, TRADE_NPC_W12, WLLSW03_C, 7, 1, SOZAI_OBSIDIAN, 2, SOZAI_MAGIC_STONE, 4, SOZAI_IRON_ORE, 30, SOZAI_MAGIC_STONE, 4, _NOT_SPECIFIED_, False, False, 1152
EXHIBIT_078, TRADE_NPC_W12, WLLSW03_D, 8, 1, SOZAI_OBSIDIAN, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1153
EXHIBIT_079, TRADE_NPC_W10, WLLSW04_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1154
EXHIBIT_080, TRADE_NPC_W10, WLLSW04_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1155
EXHIBIT_081, TRADE_NPC_W10, WLLSW04_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1156
EXHIBIT_082, TRADE_NPC_W10, WLLSW04_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1157
EXHIBIT_083, TRADE_NPC_W10, WLLSW05_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1158
EXHIBIT_084, TRADE_NPC_W10, WLLSW05_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1159
EXHIBIT_085, TRADE_NPC_W10, WLLSW05_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1160
EXHIBIT_086, TRADE_NPC_W10, WLLSW05_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1161
EXHIBIT_087, TRADE_NPC_W10, WLLSW06_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1162
EXHIBIT_088, TRADE_NPC_W10, WLLSW07_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1163
EXHIBIT_089, TRADE_NPC_W10, WLLSW07_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1164
EXHIBIT_090, TRADE_NPC_W10, WLLSW08_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1165
EXHIBIT_091, TRADE_NPC_W10, WLLSW09_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1166
EXHIBIT_092, TRADE_NPC_W10, WLLSW09_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1167
EXHIBIT_093, TRADE_NPC_W10, WLLSW09_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1168
EXHIBIT_094, TRADE_NPC_W10, WLLSW09_D, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1169
EXHIBIT_095, TRADE_NPC_W10, WLLSW10_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1170
EXHIBIT_096, TRADE_NPC_W10, WLLSW11_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1171
EXHIBIT_097, TRADE_NPC_W12, WLRAP01_A, 3, 1, SOZAI_SPIRIT_STONE, 3, SOZAI_SPIRIT_STONE, 5, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1172
EXHIBIT_098, TRADE_NPC_W12, WLRAP01_B, 4, 1, SOZAI_SPIRIT_STONE, 8, SOZAI_SPIRIT_STONE, 10, SOZAI_IRON_ORE, 1, SOZAI_IRON_ORE, 2, _NOT_SPECIFIED_, False, False, 1173
EXHIBIT_099, TRADE_NPC_W10, WLRAP01_C, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1174
EXHIBIT_100, TRADE_NPC_W10, WLRAP01_GUARD_A, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1175
EXHIBIT_101, TRADE_NPC_W10, WLRAP01_GUARD_B, 999, 1, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, False, False, 1176
EXHIBIT_102, TRADE_NPC_W12, WLRAP02_A, 5, 1, SOZAI_IRON_ORE, 3, SOZAI_SPIRIT_STONE, 30, _NOT_SPECIFIED_, 0, SOZAI_IRON_ORE, 4, _NOT_SPECIFIED_, False, False, 1177
