label,before,enhanced,needidea,needsozai1,needsozai2,needsozai3,name,price,keepMax
ENHANCE_021,WLLSW04_B,WLLSW02_C,IDEA_MODAN,SOZAI_MAGIC_STONE 3,SOZAI_GELATIN 2,SOZAI_MULLOCK 10,_NOT_SPECIFIED_,0,0
ENHANCE_022,WLLSW04_B,WLLSW05_C,IDEA_WILD,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_SNAKESKIN 10,_NOT_SPECIFIED_,0,0
ENHANCE_023,WLLSW04_B,WLLSW03_C,IDEA_CHAOS,SOZAI_MAGIC_STONE 3,SOZAI_DEMON_BLOOD 1,SOZAI_ALURA 10,_NOT_SPECIFIED_,0,0
ENHANCE_024,WLLSW02_B,WLLSW02_C,IDEA_MODAN,SOZAI_MAGIC_STONE 3,SOZAI_GELATIN 2,SOZAI_MULLOCK 10,_NOT_SPECIFIED_,0,0
ENHANCE_025,WLLSW05_B,WLLSW05_C,IDEA_WILD,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_SNAKESKIN 10,_NOT_SPECIFIED_,0,0
ENHANCE_026,WLLSW03_B,WLLSW03_C,IDEA_CHAOS,SOZAI_MAGIC_STONE 3,SOZAI_DEMON_BLOOD 1,SOZAI_ALURA 10,_NOT_SPECIFIED_,0,0
ENHANCE_027,WLLSW04_C,WLLSW04_D,IDEA_FIGHT,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_SCREAM_ROOT 12,_NOT_SPECIFIED_,0,0
ENHANCE_028,WLLSW04_C,WLLSW02_D,IDEA_MODAN,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_INSECT_SHELL 12,_NOT_SPECIFIED_,0,0
ENHANCE_029,WLLSW04_C,WLLSW05_D,IDEA_WILD,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_INSECT_SHELL 12,_NOT_SPECIFIED_,0,0
ENHANCE_030,WLLSW04_C,WLLSW03_D,IDEA_CHAOS,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_BEAST_CLAW 12,_NOT_SPECIFIED_,0,0
ENHANCE_031,WLLSW02_C,WLLSW02_D,IDEA_MODAN,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_INSECT_SHELL 12,_NOT_SPECIFIED_,0,0
ENHANCE_032,WLLSW05_C,WLLSW05_D,IDEA_WILD,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_INSECT_SHELL 12,_NOT_SPECIFIED_,0,0
ENHANCE_033,WLLSW03_C,WLLSW03_D,IDEA_CHAOS,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_BEAST_CLAW 12,_NOT_SPECIFIED_,0,0
ENHANCE_034,WLLSW_OLD_01,WLLSW07_A,IDEA_MAGIC,SOZAI_SNAKESKIN 2,SOZAI_FE_SUI 5,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_035,WLLSW_OLD_01,WLLSW_OLD_02,_NOT_SPECIFIED_,SOZAI_SCREAM_ROOT 2,SOZAI_FE_DO 5,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_036,WLLSW09_A,WLLSW09_B,IDEA_AUTHORITY,SOZAI_MAGIC_STONE 2,SOZAI_DRAGON_SCALE 1,SOZAI_SPIRIT_STONE 20,_NOT_SPECIFIED_,0,0
ENHANCE_037,WLLSW09_B,WLLSW09_C,IDEA_AUTHORITY,SOZAI_OBSIDIAN 3,SOZAI_DRAGON_SCALE 1,SOZAI_NATIVE_SILVER 2,_NOT_SPECIFIED_,0,0
ENHANCE_038,WLLSW09_C,WLLSW09_D,IDEA_AUTHORITY,SOZAI_METEORITE 1,SOZAI_DRAGON_SCALE 1,SOZAI_SPIRIT_STONE 40,_NOT_SPECIFIED_,0,0
ENHANCE_039,WLLSW07_A,WLLSW07_B,IDEA_MAGIC,SOZAI_MAGIC_STONE 3,SOZAI_GELATIN 2,SOZAI_FE_SUI 20,_NOT_SPECIFIED_,0,0
ENHANCE_040,WLLSW07_B,WLLSW07_C,IDEA_MAGIC,SOZAI_BIG_BEAST_BONE 3,SOZAI_MAGIC_STONE 1,SOZAI_FE_SUI 30,_NOT_SPECIFIED_,0,0
ENHANCE_041,WLLSW01_C,WLLSW01_D,IDEA_HONOR,SOZAI_OBSIDIAN 1,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_FE_KIN 20,_NOT_SPECIFIED_,0,0
ENHANCE_042,WLLSW01_PURSUIT_A,WLLSW01_PURSUIT_B,IDEA_OBEDIENCE,SOZAI_OBSIDIAN 1,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_SNAKESKIN 10,_NOT_SPECIFIED_,0,0
ENHANCE_043,WLLSW01_PURSUIT_B,WLLSW01_PURSUIT_C,IDEA_OBEDIENCE,SOZAI_METEORITE 1,SOZAI_BIG_BEAST_FANG 1,SOZAI_OAK 3,_NOT_SPECIFIED_,0,0
ENHANCE_044,WLRAP01_A,WLRAP01_B,_NOT_SPECIFIED_,SOZAI_SPIRIT_STONE 5,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_045,WLRAP01_B,WLRAP02_A,IDEA_FIGHT,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 10,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_046,WLRAP01_B,WLRAP04_A,IDEA_NOSTALGY,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_FEATHER 3,_NOT_SPECIFIED_,0,0
ENHANCE_047,WLRAP01_B,WLRAP05_A,IDEA_WILD,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_SCRUB 3,_NOT_SPECIFIED_,0,0
ENHANCE_048,WLRAP01_B,WLRAP03_A,IDEA_FANTASY,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_SCRUB 3,_NOT_SPECIFIED_,0,0
ENHANCE_049,WLRAP02_A,WLRAP02_B,IDEA_FIGHT,SOZAI_MAGIC_STONE 1,SOZAI_SPIRIT_STONE 20,SOZAI_ALURA 5,_NOT_SPECIFIED_,0,0
ENHANCE_050,WLRAP02_A,WLRAP04_B,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_FEATHER 5,_NOT_SPECIFIED_,0,0
ENHANCE_051,WLRAP02_A,WLRAP05_B,IDEA_WILD,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_SCREAM_ROOT 5,_NOT_SPECIFIED_,0,0
ENHANCE_052,WLRAP02_A,WLRAP03_B,IDEA_FANTASY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_BEAST_FANG 5,_NOT_SPECIFIED_,0,0
ENHANCE_053,WLRAP04_A,WLRAP04_B,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_FEATHER 5,_NOT_SPECIFIED_,0,0
ENHANCE_054,WLRAP05_A,WLRAP05_B,IDEA_WILD,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_SCREAM_ROOT 5,_NOT_SPECIFIED_,0,0
ENHANCE_055,WLRAP03_A,WLRAP03_B,IDEA_FANTASY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_BEAST_FANG 5,_NOT_SPECIFIED_,0,0
ENHANCE_056,WLRAP02_B,WLRAP02_C,IDEA_FIGHT,SOZAI_MAGIC_STONE 3,SOZAI_SNAKESKIN 10,SOZAI_FE_SUI 20,_NOT_SPECIFIED_,0,0
ENHANCE_057,WLRAP02_B,WLRAP04_C,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_FEATHER 10,_NOT_SPECIFIED_,0,0
ENHANCE_058,WLRAP02_B,WLRAP05_C,IDEA_WILD,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_FEATHER 10,_NOT_SPECIFIED_,0,0
ENHANCE_059,WLRAP02_B,WLRAP03_C,IDEA_FANTASY,SOZAI_MAGIC_STONE 3,SOZAI_NATIVE_SILVER 1,SOZAI_FEATHER 10,_NOT_SPECIFIED_,0,0
ENHANCE_060,WLRAP04_B,WLRAP04_C,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_FEATHER 10,_NOT_SPECIFIED_,0,0
ENHANCE_061,WLRAP05_B,WLRAP05_C,IDEA_WILD,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_FEATHER 10,_NOT_SPECIFIED_,0,0
ENHANCE_062,WLRAP03_B,WLRAP03_C,IDEA_FANTASY,SOZAI_MAGIC_STONE 3,SOZAI_NATIVE_SILVER 1,SOZAI_FEATHER 10,_NOT_SPECIFIED_,0,0
ENHANCE_063,WLRAP02_C,WLRAP02_D,IDEA_FIGHT,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_SNAKESKIN 12,_NOT_SPECIFIED_,0,0
ENHANCE_064,WLRAP02_C,WLRAP04_D,IDEA_NOSTALGY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_BEAST_CLAW 12,_NOT_SPECIFIED_,0,0
ENHANCE_065,WLRAP02_C,WLRAP05_D,IDEA_WILD,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_SCREAM_ROOT 12,_NOT_SPECIFIED_,0,0
ENHANCE_066,WLRAP02_C,WLRAP03_D,IDEA_FANTASY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_BONE 1,SOZAI_BEAST_FANG 12,_NOT_SPECIFIED_,0,0
ENHANCE_067,WLRAP04_C,WLRAP04_D,IDEA_NOSTALGY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_BEAST_CLAW 12,_NOT_SPECIFIED_,0,0
ENHANCE_068,WLRAP05_C,WLRAP05_D,IDEA_WILD,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_SCREAM_ROOT 12,_NOT_SPECIFIED_,0,0
ENHANCE_069,WLRAP03_C,WLRAP03_D,IDEA_FANTASY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_BONE 1,SOZAI_BEAST_FANG 12,_NOT_SPECIFIED_,0,0
ENHANCE_070,WLRAP01_GUARD_A,WLRAP01_GUARD_B,IDEA_GUARD,SOZAI_MAGIC_STONE 2,SOZAI_NATIVE_SILVER 1,SOZAI_BEAST_BONE 5,_NOT_SPECIFIED_,0,0
ENHANCE_071,WLRAP01_GUARD_B,WLRAP07_A,IDEA_OBEDIENCE,SOZAI_OBSIDIAN 2,SOZAI_002 1,SOZAI_LIGULATE_FLOWER 2,_NOT_SPECIFIED_,0,0
ENHANCE_072,WLRAP07_A,WLRAP07_B,IDEA_OBEDIENCE,SOZAI_METEORITE 1,SOZAI_003 1,SOZAI_DISK_FLOWER 2,_NOT_SPECIFIED_,0,0
ENHANCE_073,WLRAP11_A,WLRAP11_B,IDEA_DEDICATION,SOZAI_OBSIDIAN 1,SOZAI_INSECT_SHELL 10,SOZAI_FE_MOKU 20,_NOT_SPECIFIED_,0,0
ENHANCE_074,WLRAP11_B,WLRAP11_C,IDEA_DEDICATION,SOZAI_BIG_BEAST_BONE 3,SOZAI_ORB 1,SOZAI_FE_MOKU 30,_NOT_SPECIFIED_,0,0
ENHANCE_075,WLRAP06_A,WLRAP06_B,IDEA_FIRE,SOZAI_MAGIC_STONE 3,SOZAI_IRON_ORE 5,SOZAI_FE_KA 20,_NOT_SPECIFIED_,0,0
ENHANCE_076,WLRAP06_B,WLRAP06_C,IDEA_FIRE,SOZAI_METEORITE 1,SOZAI_004 1,SOZAI_FE_KA 30,_NOT_SPECIFIED_,0,0
ENHANCE_077,WLRAP10_A,WLRAP10_B,IDEA_SILENCE,SOZAI_METEORITE 1,SOZAI_BIG_BEAST_BONE 1,SOZAI_FE_DO 30,_NOT_SPECIFIED_,0,0
ENHANCE_078,WLRAP08_A,WLRAP08_B,IDEA_FREE,SOZAI_OBSIDIAN 1,SOZAI_ALURA 10,SOZAI_FE_KIN 20,_NOT_SPECIFIED_,0,0
ENHANCE_079,WLRAP08_B,WLRAP08_C,IDEA_FREE,SOZAI_SUPERALLOY 1,SOZAI_NATIVE_SILVER 3,SOZAI_FE_KIN 30,_NOT_SPECIFIED_,0,0
ENHANCE_080,WLDAG01_A,WLDAG01_B,_NOT_SPECIFIED_,SOZAI_SPIRIT_STONE 5,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_081,WLDAG01_B,WLDAG03_A,IDEA_FIGHT,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 10,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_082,WLDAG01_B,WLDAG04_A,IDEA_FANTASY,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_SNAKESKIN 3,_NOT_SPECIFIED_,0,0
ENHANCE_083,WLDAG01_B,WLDAG06_A,IDEA_NOSTALGY,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_ALURA 3,_NOT_SPECIFIED_,0,0
ENHANCE_084,WLDAG01_B,WLDAG08_A,IDEA_MODAN,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_BEAST_FANG 3,_NOT_SPECIFIED_,0,0
ENHANCE_085,WLDAG02_A,WLDAG02_B,IDEA_UPHEABAL,SOZAI_MAGIC_STONE 2,SOZAI_NATIVE_SILVER 1,SOZAI_BEAST_BONE 5,_NOT_SPECIFIED_,0,0
ENHANCE_086,WLDAG02_B,WLDAG02_C,IDEA_UPHEABAL,SOZAI_OBSIDIAN 3,SOZAI_BIG_BEAST_CLAW 1,SOZAI_MAGICAL_BEAST_CLAW 2,_NOT_SPECIFIED_,0,0
ENHANCE_087,WLDAG03_A,WLDAG03_B,IDEA_FIGHT,SOZAI_MAGIC_STONE 1,SOZAI_SPIRIT_STONE 20,SOZAI_BEAST_BONE 5,_NOT_SPECIFIED_,0,0
ENHANCE_088,WLDAG03_A,WLDAG04_B,IDEA_FANTASY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_SNAKESKIN 5,_NOT_SPECIFIED_,0,0
ENHANCE_089,WLDAG03_A,WLDAG06_B,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_BEAST_CLAW 5,_NOT_SPECIFIED_,0,0
ENHANCE_090,WLDAG03_A,WLDAG08_B,IDEA_MODAN,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_BEAST_BONE 5,_NOT_SPECIFIED_,0,0
ENHANCE_091,WLDAG04_A,WLDAG04_B,IDEA_FANTASY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_SNAKESKIN 5,_NOT_SPECIFIED_,0,0
ENHANCE_092,WLDAG06_A,WLDAG06_B,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_BEAST_CLAW 5,_NOT_SPECIFIED_,0,0
ENHANCE_093,WLDAG08_A,WLDAG08_B,IDEA_MODAN,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_BONE 1,SOZAI_BEAST_BONE 5,_NOT_SPECIFIED_,0,0
ENHANCE_094,WLDAG03_B,WLDAG03_C,IDEA_FIGHT,SOZAI_MAGIC_STONE 3,SOZAI_MULLOCK 10,SOZAI_INSECT_SHELL 10,_NOT_SPECIFIED_,0,0
ENHANCE_095,WLDAG03_B,WLDAG04_C,IDEA_FANTASY,SOZAI_MAGIC_STONE 3,SOZAI_NATIVE_SILVER 1,SOZAI_BEAST_CLAW 10,_NOT_SPECIFIED_,0,0
ENHANCE_096,WLDAG03_B,WLDAG06_C,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_BEAST_FANG 10,_NOT_SPECIFIED_,0,0
ENHANCE_097,WLDAG03_B,WLDAG08_C,IDEA_MODAN,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_BEAST_BONE 10,_NOT_SPECIFIED_,0,0
ENHANCE_098,WLDAG04_B,WLDAG04_C,IDEA_FANTASY,SOZAI_MAGIC_STONE 3,SOZAI_NATIVE_SILVER 1,SOZAI_BEAST_CLAW 10,_NOT_SPECIFIED_,0,0
ENHANCE_099,WLDAG06_B,WLDAG06_C,IDEA_NOSTALGY,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_BEAST_FANG 10,_NOT_SPECIFIED_,0,0
ENHANCE_100,WLDAG08_B,WLDAG08_C,IDEA_MODAN,SOZAI_MAGIC_STONE 3,SOZAI_MAGICAL_BEAST_FANG 1,SOZAI_BEAST_BONE 10,_NOT_SPECIFIED_,0,0
ENHANCE_101,WLDAG03_C,WLDAG03_D,IDEA_FIGHT,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_BEAST_CLAW 12,_NOT_SPECIFIED_,0,0
ENHANCE_102,WLDAG03_C,WLDAG04_D,IDEA_FANTASY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_BONE 1,SOZAI_SCREAM_ROOT 12,_NOT_SPECIFIED_,0,0
ENHANCE_103,WLDAG03_C,WLDAG06_D,IDEA_NOSTALGY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_ALURA 12,_NOT_SPECIFIED_,0,0
ENHANCE_104,WLDAG03_C,WLDAG08_D,IDEA_MODAN,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_BEAST_CLAW 12,_NOT_SPECIFIED_,0,0
ENHANCE_105,WLDAG04_C,WLDAG04_D,IDEA_FANTASY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_BONE 1,SOZAI_SCREAM_ROOT 12,_NOT_SPECIFIED_,0,0
ENHANCE_106,WLDAG06_C,WLDAG06_D,IDEA_NOSTALGY,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_CLAW 1,SOZAI_ALURA 12,_NOT_SPECIFIED_,0,0
ENHANCE_107,WLDAG08_C,WLDAG08_D,IDEA_MODAN,SOZAI_OBSIDIAN 2,SOZAI_BIG_BEAST_FANG 1,SOZAI_BEAST_CLAW 12,_NOT_SPECIFIED_,0,0
ENHANCE_108,WLDAG09_A,WLDAG09_B,IDEA_AUTHORITY,SOZAI_MAGIC_STONE 2,SOZAI_DRAGON_SCALE 1,SOZAI_SPIRIT_STONE 20,_NOT_SPECIFIED_,0,0
ENHANCE_109,WLDAG09_B,WLDAG09_C,IDEA_AUTHORITY,SOZAI_OBSIDIAN 3,SOZAI_DRAGON_SCALE 1,SOZAI_NATIVE_SILVER 2,_NOT_SPECIFIED_,0,0
ENHANCE_110,WLDAG09_C,WLDAG09_D,IDEA_AUTHORITY,SOZAI_METEORITE 1,SOZAI_DRAGON_SCALE 1,SOZAI_SPIRIT_STONE 40,_NOT_SPECIFIED_,0,0
ENHANCE_111,WLDAG07_A,WLDAG07_B,IDEA_MAGIC,SOZAI_MAGIC_STONE 3,SOZAI_DEMON_BLOOD 1,SOZAI_ALURA 10,_NOT_SPECIFIED_,0,0
ENHANCE_112,WLDAG07_B,WLDAG07_C,IDEA_MAGIC,SOZAI_METEORITE 1,SOZAI_SQUID_FIN 1,SOZAI_ALURA 20,_NOT_SPECIFIED_,0,0
ENHANCE_113,WLDAG10_A,WLDAG10_B,IDEA_VITALITY,SOZAI_OBSIDIAN 1,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_IRON_ORE 5,_NOT_SPECIFIED_,0,0
ENHANCE_114,WLDAG10_B,WLDAG10_C,IDEA_VITALITY,SOZAI_METEORITE 1,SOZAI_BIG_BEAST_FANG 1,SOZAI_MAGICAL_BEAST_FANG 3,_NOT_SPECIFIED_,0,0
ENHANCE_115,WLDAG05_A,WLDAG05_B,IDEA_ICE,SOZAI_MAGIC_STONE 2,SOZAI_NATIVE_SILVER 1,SOZAI_FE_SUI 15,_NOT_SPECIFIED_,0,0
ENHANCE_116,WLDAG05_B,WLDAG05_C,IDEA_ICE,SOZAI_OBSIDIAN 3,SOZAI_DISK_FLOWER 2,SOZAI_FE_SUI 20,_NOT_SPECIFIED_,0,0
ENHANCE_117,WLDAG11_B,WLDAG11_C,IDEA_GALE,SOZAI_IRON_ORE 3,SOZAI_ALURA 5,SOZAI_FE_KIN 8,_NOT_SPECIFIED_,0,0
ENHANCE_118,WLDAG11_C,WLDAG11_D,IDEA_GALE,SOZAI_OBSIDIAN 1,SOZAI_FEATHER 10,SOZAI_FE_MOKU 20,_NOT_SPECIFIED_,0,0
ENHANCE_119,WLAXE01_A,WLAXE01_B,_NOT_SPECIFIED_,SOZAI_SPIRIT_STONE 5,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_120,WLAXE01_B,WLAXE06_A,IDEA_FIGHT,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 10,_NOT_SPECIFIED_ 0,_NOT_SPECIFIED_,0,0
ENHANCE_121,WLAXE01_B,WLAXE03_A,IDEA_FANTASY,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_BEAST_CLAW 3,_NOT_SPECIFIED_,0,0
ENHANCE_122,WLAXE01_B,WLAXE07_A,IDEA_CHAOS,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_FEATHER 3,_NOT_SPECIFIED_,0,0
ENHANCE_123,WLAXE01_B,WLAXE02_A,IDEA_WILD,SOZAI_IRON_ORE 3,SOZAI_SPIRIT_STONE 8,SOZAI_BEAST_CLAW 3,_NOT_SPECIFIED_,0,0
ENHANCE_124,WLAXE06_A,WLAXE06_B,IDEA_FIGHT,SOZAI_MAGIC_STONE 1,SOZAI_SPIRIT_STONE 20,SOZAI_COCONUT 2,_NOT_SPECIFIED_,0,0
ENHANCE_125,WLAXE06_A,WLAXE03_B,IDEA_FANTASY,SOZAI_MAGIC_STONE 1,SOZAI_MAGICAL_BEAST_CLAW 1,SOZAI_BEAST_CLAW 5,_NOT_SPECIFIED_,0,0
