label, GetName(), Abilities, afterGuard, AT_FIRE, AT_ICE, AT_LIGHTNING, AT_SLASH, AT_STAB, AT_STRIKE, atk, attackse, beforeGuard, conception, description, disablecontinue, dodgeRate, enemy, equiptype, fixedequip, gardse, guardRate, hideMenu, hit, hitse, mechaArts, model, parryse, PRM_Do, PRM_INT, PRM_Ka, PRM_Kin, PRM_Moku, PRM_QUI, PRM_STR, PRM_Sui, PRM_TEC, PRM_VIT, PRM_WIL, role, roleeffect, rsChant, rsConfusion, rsDark, rsDeath, rsParalysis, rsPetri, rsPoison, rsRage, rsStink, rsStun, skipAchievement, slot, sortindex, specialArts, TYPEB_FIRE, TYPEB_HP, TYPEB_ICE, TYPEB_INT, TYPEB_LIGHTNING, TYPEB_QUI, TYPEB_SLASH, TYPEB_STAB, TYPEB_STR, TYPEB_STRIKE, TYPEB_TEC, TYPEB_VIT, TYPEB_VIT, keepMax, name, price, IsSwordType() [personal note: LOL wut??]
WLLSW02_A, Town Sword, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 26, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_MODAN, WLLSW02_A_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 30, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW02, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_HITRATE_020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 106, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 4, 7, 5, 7, 5, 4, 4, 4, 0, WLLSW02_A_ItemName, 0, True
WLLSW02_B, Town Sword +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 36, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_MODAN, WLLSW02_B_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 30, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW02, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_HITRATE_020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 107, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 5, 10, 7, 8, 7, 5, 5, 5, 0, WLLSW02_B_ItemName, 0, True
WLLSW02_C, Town Sword +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 45, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_MODAN, WLLSW02_C_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 30, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW02, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_HITRATE_020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 108, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 6, 12, 8, 10, 8, 6, 6, 6, 0, WLLSW02_C_ItemName, 0, True
WLLSW02_D, Town Sword +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 55, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_MODAN, WLLSW02_D_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 30, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW02, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_HITRATE_020, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 109, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 7, 13, 9, 11, 9, 7, 7, 7, 0, WLLSW02_D_ItemName, 0, True
WLLSW03_A, Splasher, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 28, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_CHAOS, WLLSW03_A_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 32, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW03, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 114, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 4, 7, 5, 7, 5, 4, 4, 4, 0, WLLSW03_A_ItemName, 0, True
WLLSW03_B, Splasher +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 39, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_CHAOS, WLLSW03_B_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 32, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW03, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 115, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 5, 10, 7, 8, 7, 5, 5, 5, 0, WLLSW03_B_ItemName, 0, True
WLLSW03_C, Splasher +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 49, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_CHAOS, WLLSW03_C_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 32, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW03, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 116, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 6, 12, 8, 10, 8, 6, 6, 6, 0, WLLSW03_C_ItemName, 0, True
WLLSW03_D, Splasher +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 61, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_CHAOS, WLLSW03_D_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 32, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW03, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ATKHATE_UP_2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 117, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 7, 13, 9, 11, 9, 7, 7, 7, 0, WLLSW03_D_ItemName, 0, True
WLLSW04_A, Schiavona, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 26, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_FIGHT, WLLSW04_A_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 34, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW04, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 102, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 4, 7, 5, 7, 5, 4, 4, 4, 0, WLLSW04_A_ItemName, 0, True
WLLSW04_B, Schiavona +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 36, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_FIGHT, WLLSW04_B_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 34, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW04, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 103, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 5, 10, 7, 8, 7, 5, 5, 5, 0, WLLSW04_B_ItemName, 0, True
WLLSW04_C, Schiavona +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 45, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_FIGHT, WLLSW04_C_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 34, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW04, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 104, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 6, 12, 8, 10, 8, 6, 6, 6, 0, WLLSW04_C_ItemName, 0, True
WLLSW04_D, Schiavona +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 55, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_FIGHT, WLLSW04_D_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 34, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW04, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 105, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 7, 13, 9, 11, 9, 7, 7, 7, 0, WLLSW04_D_ItemName, 0, True
WLLSW05_A, Worm Slayer, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 27, SE_BATTLE_WEP_LONGSWORD_SWISH, 1, IDEA_WILD, WLLSW05_A_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 28, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW05, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 110, _NOT_SPECIFIED_, 2, 45, 2, 4, 2, 4, 7, 5, 7, 5, 4, 4, 4, 0, WLLSW05_A_ItemName, 0, True
WLLSW05_B, Worm Slayer +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 38, SE_BATTLE_WEP_LONGSWORD_SWISH, 1, IDEA_WILD, WLLSW05_B_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 28, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW05, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 111, _NOT_SPECIFIED_, 3, 75, 3, 5, 3, 5, 10, 7, 8, 7, 5, 5, 5, 0, WLLSW05_B_ItemName, 0, True
WLLSW05_C, Worm Slayer +2, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 48, SE_BATTLE_WEP_LONGSWORD_SWISH, 1, IDEA_WILD, WLLSW05_C_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 28, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW05, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 112, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 6, 12, 8, 10, 8, 6, 6, 6, 0, WLLSW05_C_ItemName, 0, True
WLLSW05_D, Worm Slayer +3, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 59, SE_BATTLE_WEP_LONGSWORD_SWISH, 1, IDEA_WILD, WLLSW05_D_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 28, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW05, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, ROLE_WEF_ARTSSPEED_DOWN_1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 113, _NOT_SPECIFIED_, 4, 135, 4, 7, 4, 7, 13, 9, 11, 9, 7, 7, 7, 0, WLLSW05_D_ItemName, 0, True
WLLSW06_A, Valeria Heart, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 45, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, _NOT_SPECIFIED_, WLLSW06_A_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 1, SE_BATTLE_WEP_LONGSWORD_GARD, 34, 1, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW06, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, Weapon, 9999, _NOT_SPECIFIED_, 4, 100, 4, 6, 4, 6, 12, 8, 10, 8, 6, 6, 6, 0, WLLSW06_A_ItemName, 0, True
WLLSW07_A, Rune Sword, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 20, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_MAGIC, WLLSW07_A_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 36, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW07, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 128, MAG_MG_E_02_Su02, 2, 35, 5, 6, 2, 3, 7, 5, 5, 5, 3, 3, 3, 0, WLLSW07_A_ItemName, 0, True
WLLSW07_B, Rune Sword +1, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 0, 0, 0, 0, 0, 40, SE_BATTLE_WEP_LONGSWORD_SWISH, 0, IDEA_MAGIC, WLLSW07_B_ItemExp, 0, 0, _NOT_SPECIFIED_, LongSword, 0, SE_BATTLE_WEP_LONGSWORD_GARD, 36, 0, 0, SE_BATTLE_WEP_LONGSWORD_HIT, MCH_M90X_A01a, WLLSW07, SE_BATTLE_WEP_LONGSWORD_PARRY, 0, 5, 0, 0, 0, 0, 0, 6, 0, 0, 6, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, Weapon, 129, MAG_MG_E_02_Su02, 4, 100, 8, 11, 4, 6, 12, 8, 10, 8, 6, 6, 6, 0, WLLSW07_B_ItemName, 0, True
