label,name,description,AllBonus,startbp,incbp,maxbp,TurnSequence,SequenceOrder,slotInfoArray,timelineNum,timelineNumEnemy,timelineQui,timeline,Sortindex,keepMax,name.1,price
20,1010,0,0BPCostDownMagic1,0,10,20,1004,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_022_FormationName,0
0,1109,0,0BPCostDownDefense,0,0,0,1412,0,0,20,30,0,[4,4,4,4,1,-1,1,4,4,4,4,4],None,0,BF_023_FormationName,0
-10,404,0,0None,0,0,-10,1000,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_024_FormationName,0
-25,204,0,0None,0,-25,-25,0,0,0,20,30,0,[1,1,1,1,1,1,1,1,1,1,1,1],None,0,BF_025_FormationName,0
0,1414,0,10QuicknessGuard1,0,0,0,1400,0,10,20,30,0,[4,4,4,4,4,4,4,4,2,1,1,1],None,0,BF_026_FormationName,0
0,1207,0,0BPCostDownOverAttack,0,0,0,1400,0,0,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_027_FormationName,0
10,1414,0,-20BPCostDownOverAttack,0,-10,10,1400,0,-20,20,30,0,[1,2,4,4,4,4,4,4,4,4,2,1],None,0,BF_028_FormationName,0
0,1207,0,0ResistUpConfuse,0,0,0,903,0,0,20,30,0,[1,1,-1,1,1,1,1,1,1,-2,1,1],None,0,BF_029_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,20,0,[0,0,0,0,0,0,0,0,0,0,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,20,0,[-99,-99,0,0,0,0,0,0,-99,-99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,99,0,[0,0,-99,-99,99,99,99,-99,-99,0,0,0],None,0,BF_W14_1_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,99,0,[-99,-99,99,99,99,-99,-99,0,0,0,0,0],None,0,BF_W14_2_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,30,0,[99,99,99,99,99,-99,-99,0,0,0,0,0],None,0,BF_W14_2_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,30,0,[0,0,0,0,0,-99,-99,99,99,99,99,99],None,0,BF_W14_2_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,30,0,[0,0,0,0,0,0,-99,-99,99,99,-99,-99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,30,0,[0,0,0,-99,-99,99,99,-99,-99,0,0,0],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
0,1112,0,0BPCostDownOverAttack,0,0,0,1405,0,0,30,9999,0,[99,99,1,1,1,9999,1,1,1,99,99,99],None,0,BF_099_FormationName,0
