label, GetActor(), Attack, Body, BodyDrop, Cost, DefFire, DefIce, DefLightning, DefSlash, DefStab, DefStrike, Dodge, DropGroup, DropItem, DropProb, Equip, Float, GuardReduction, HP, InspirtationRank, MinHP, Name, Power, PRM_INT, PRM_QUI, PRM_STR, PRM_TEC, PRM_VIT, PRM_WIL, Race, RankBonus, RankRangeMax, RankRangeMin, RegChant, RegConfusion, RegDarkness, RegDeath, RegParalysis, RegPoison, RegRage, RegStench, RegStone, RegStun, ResultHP, Size, SLV_Do, SLV_Gfirearm, SLV_Gsword, SLV_Ka, SLV_Kin, SLV_Lfirearm, SLV_Lsword, SLV_Magic, SLV_Martial, SLV_Mecha_1, SLV_Mecha_2, SLV_Moku, SLV_Monster, SLV_Sui, Soul, SoulDrop, StartEffectParameter, StartHP, voice
E_M0300_A, M0300, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_SNAKESKIN SOZAI_BEAST_FANG, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 101, 0, _NOT_SPECIFIED_, Btl_E_M0300_A_EnemyName, 1, 130, 90, 110, 120, 70, 90, Reptiles, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 45, 30, 15, 100, 0, 15, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0300, 100, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0301_A, M0301, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_SNAKESKIN SOZAI_BEAST_FANG, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_M0301_A_EnemyName, 2, 130, 90, 110, 120, 70, 90, Reptiles, 0, _NOT_SPECIFIED_, 40, 0, 0, 45, 30, 15, 100, 0, 15, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0301, 24, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0302_A, M0302, 0, _NOT_SPECIFIED_, 0, 122, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_SNAKESKIN SOZAI_BEAST_FANG, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 155, 0, _NOT_SPECIFIED_, Btl_E_M0302_A_EnemyName, 2, 130, 90, 110, 120, 70, 90, Reptiles, 0, _NOT_SPECIFIED_, 120, 0, 0, 100, 30, 15, 100, 0, 15, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0302, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0303_A, M0303, 0, _NOT_SPECIFIED_, 0, 122, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_SNAKESKIN SOZAI_BEAST_FANG, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 157, 0, _NOT_SPECIFIED_, Btl_E_M0303_A_EnemyName, 2, 130, 90, 110, 120, 70, 90, Reptiles, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 45, 30, 15, 100, 0, 15, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0304_A, M0304, 0, _NOT_SPECIFIED_, 0, 122, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_SNAKESKIN SOZAI_BEAST_FANG, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 159, 0, _NOT_SPECIFIED_, Btl_E_M0304_A_EnemyName, 2, 130, 90, 110, 120, 70, 90, Reptiles, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, 45, 30, 15, 100, 0, 15, 100, 15, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0310_A, M0310, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FUR SOZAI_BEAST_BONE, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 101, 0, _NOT_SPECIFIED_, Btl_E_M0310_A_EnemyName, 1, _NOT_SPECIFIED_, 120, _NOT_SPECIFIED_, 90, 110, 80, Beast, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 15, 30, 15, 0, 15, 15, 15, 100, 15, _NOT_SPECIFIED_, M, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0310, 100, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0311_A, M0311, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FUR SOZAI_BEAST_BONE, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_M0311_A_EnemyName, 2, _NOT_SPECIFIED_, 120, _NOT_SPECIFIED_, 90, 110, 80, Beast, 0, _NOT_SPECIFIED_, 40, 0, 15, 30, 15, 0, 15, 15, 15, 100, 15, _NOT_SPECIFIED_, M, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0311, 24, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0312_A, M0312, 0, _NOT_SPECIFIED_, 0, 122, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_FUR SOZAI_BEAST_BONE, 40 30 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 155, 0, _NOT_SPECIFIED_, Btl_E_M0312_A_EnemyName, 2, _NOT_SPECIFIED_, 120, _NOT_SPECIFIED_, 90, 110, 80, Beast, 0, _NOT_SPECIFIED_, 120, 15, 15, 30, 15, 0, 15, 15, 15, 100, 15, _NOT_SPECIFIED_, M, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0312, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0320_A, M0320, 0, _NOT_SPECIFIED_, 0, 630, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_CLAW_RARE, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 50, 603, 5, _NOT_SPECIFIED_, Btl_E_M0320_A_EnemyName, 4, 110, 90, _NOT_SPECIFIED_, 120, 90, 80, Reptiles, 5, _NOT_SPECIFIED_, 40, 15, 50, 50, 90, 75, 50, 30, 15, 100, 75, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0320, 50, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0321_A, M0321, 0, _NOT_SPECIFIED_, 0, 670, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_CLAW_RARE, WLRAP11_A _NOT_SPECIFIED_, 50 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 50, 645, 5, _NOT_SPECIFIED_, Btl_E_M0321_A_EnemyName, 4, 110, 90, _NOT_SPECIFIED_, 120, 90, 80, Reptiles, 5, _NOT_SPECIFIED_, 80, 15, 50, 50, 90, 75, 50, 30, 15, 100, 75, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0321, 50, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0322_A, M0322, 0, _NOT_SPECIFIED_, 0, 710, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 400, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_CLAW_RARE, WHGSW08_A _NOT_SPECIFIED_, 35 0 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 50, 687, 5, _NOT_SPECIFIED_, Btl_E_M0322_A_EnemyName, 4, 110, 90, _NOT_SPECIFIED_, 120, 90, 80, Reptiles, 5, _NOT_SPECIFIED_, 160, 15, 50, 50, 90, 90, 50, 30, 15, 100, 75, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0322, 50, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0400_A, M0400, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 123, 0, _NOT_SPECIFIED_, Btl_E_M0400_A_EnemyName, 2, 120, 110, 90, 110, 80, 120, Aquatic, 0, _NOT_SPECIFIED_, 20, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0400, 24, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0401_A, M0401, 0, _NOT_SPECIFIED_, 0, 152, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 155, 0, _NOT_SPECIFIED_, Btl_E_M0401_A_EnemyName, 2, 120, 110, 90, 110, 80, 120, Aquatic, 0, _NOT_SPECIFIED_, 80, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0401, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0401_B, M0401, 0, _NOT_SPECIFIED_, 0, 152, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 80, 153, 3, _NOT_SPECIFIED_, Btl_E_M0401_B_EnemyName, 3, 120, 110, 90, 110, 80, 120, Aquatic, 3, _NOT_SPECIFIED_, 80, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 1, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, 1, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 1, _NOT_SPECIFIED_, 1, SOUL_M0401_B, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0402_A, M0402, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 101, 0, _NOT_SPECIFIED_, Btl_E_M0402_A_EnemyName, 1, 120, 110, 90, 110, 80, 120, Aquatic, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0402, 100, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0403_A, M0403, 0, _NOT_SPECIFIED_, 0, 322, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH01_A, 20 20 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 357, 3, _NOT_SPECIFIED_, Btl_E_M0403_A_EnemyName, 3, 120, 110, 90, 110, 80, 120, Aquatic, 3, _NOT_SPECIFIED_, 120, 15, 0, 100, 30, 15, 15, 15, 15, 100, 30, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0403, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0403_B, M0403, 0, _NOT_SPECIFIED_, 0, 222, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SAAC13_A SASH09_A, 20 15 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 157, 0, _NOT_SPECIFIED_, Btl_E_M0403_B_EnemyName, 2, 120, 110, 90, 110, 80, 120, Aquatic, 0, _NOT_SPECIFIED_, 160, 15, 0, 100, 30, 30, 15, 15, 15, 100, 50, _NOT_SPECIFIED_, M, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 3, SOUL_M0403_B, 20, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0410_A, M0410, 0, _NOT_SPECIFIED_, 0, 630, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_BONE_RARE, SOZAI_SQUID_FIN SAGL03_A, 50 35 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 603, 5, _NOT_SPECIFIED_, Btl_E_M0410_A_EnemyName, 4, 120, 120, 110, 90, 110, _NOT_SPECIFIED_, Aquatic, 5, _NOT_SPECIFIED_, 40, 15, 50, 100, 90, 90, 30, 0, 90, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0410, 50, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0411_A, M0411, 0, _NOT_SPECIFIED_, 0, 670, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_BONE_RARE, SOZAI_SQUID_FIN WLDAG05_A, 50 35 100, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 645, 5, _NOT_SPECIFIED_, Btl_E_M0411_A_EnemyName, 4, 120, 120, 110, 90, 110, _NOT_SPECIFIED_, Aquatic, 5, _NOT_SPECIFIED_, 100, 15, 50, 100, 90, 90, 30, 0, 90, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0411, 50, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0412_A, M0412, 0, _NOT_SPECIFIED_, 0, 760, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, WHGSW07_A SOZAI_SQUID_FIN, 50 100 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 95, 807, 6, _NOT_SPECIFIED_, Btl_E_M0412_A_EnemyName, 4, 120, 120, 110, 90, 110, _NOT_SPECIFIED_, Aquatic, 6, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 15, 50, 100, 90, 90, 50, 0, 90, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0412, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0413_A, M0413, 0, _NOT_SPECIFIED_, 0, 820, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_BONE_RARE, WHSSW06_A SOZAI_BIG_BEAST_BONE, 50 100 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 95, 909, 8, _NOT_SPECIFIED_, Btl_E_M0413_A_EnemyName, 4, 120, 120, 110, 90, 110, _NOT_SPECIFIED_, Aquatic, 8, _NOT_SPECIFIED_, 200, 15, 50, 100, 90, 90, 50, 0, 90, 100, 75, _NOT_SPECIFIED_, LL, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0413, 200, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0420_A, M0420, 0, _NOT_SPECIFIED_, 0, 208, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_MAGICAL_BEAST_BONE SOZAI_MAGICAL_BEAST_FANG, 50 50 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 231, 3, _NOT_SPECIFIED_, Btl_E_M0420_A_EnemyName, 3, 80, 90, 120, 110, 130, 120, Reptiles, 3, _NOT_SPECIFIED_, 60, 15, 15, 50, 90, 75, 45, 15, 100, 100, 50, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0420, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0421_A, M0421, 0, _NOT_SPECIFIED_, 0, 260, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_MAGICAL_BEAST_BONE SOZAI_MAGIC_STONE, 25 100 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 305, 3, _NOT_SPECIFIED_, Btl_E_M0421_A_EnemyName, 3, 80, 90, 120, 110, 130, 120, Reptiles, 3, _NOT_SPECIFIED_, 120, 15, 15, 50, 90, 75, 45, 15, 100, 100, 75, _NOT_SPECIFIED_, L, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0421, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0422_A, M0422, 0, _NOT_SPECIFIED_, 0, 188, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_BEAST_BONE SOZAI_BEAST_FANG, 50 50 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 202, 3, _NOT_SPECIFIED_, Btl_E_M0422_A_EnemyName, 3, 80, 90, 120, 110, 130, 120, Reptiles, 3, _NOT_SPECIFIED_, 20, 15, 15, 50, 90, 75, 45, 15, 100, 100, 50, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 5, SOUL_M0422, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0423_A, M0423, 0, _NOT_SPECIFIED_, 0, 630, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, SOZAI_MAGICAL_BEAST_BONE SOZAI_OBSIDIAN, 25 100 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 607, 3, _NOT_SPECIFIED_, Btl_E_M0423_A_EnemyName, 4, 80, 90, 120, 110, 130, 120, Reptiles, 3, _NOT_SPECIFIED_, 160, 15, 15, 50, 90, 90, 45, 15, 100, 100, 75, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0423, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0500_A, M0500, 0, _NOT_SPECIFIED_, 0, 290, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 400, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, DL_M0500, SOZAI_GELATIN _NOT_SPECIFIED_, 50 0 50, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 35, 301, 3, _NOT_SPECIFIED_, Btl_E_M0500_A_EnemyName, 3, 120, 70, 120, 80, 130, 120, Material, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 15, 45, 45, 100, 15, 0, 100, 100, 30, _NOT_SPECIFIED_, L, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, 3, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, 0, SOUL_M0500, 36, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
